"voxel_id","ncsnr","subj_id","x","y","z"
"S1-24-10-39",0.383311212062836,1,24,10,39
"S1-24-10-40",0.41896840929985,1,24,10,40
"S1-24-10-41",0.527744948863983,1,24,10,41
"S1-24-10-42",0.432782053947449,1,24,10,42
"S1-24-10-43",0.442798554897308,1,24,10,43
"S1-24-10-44",0.433002412319183,1,24,10,44
"S1-24-10-45",0.4433913230896,1,24,10,45
"S1-24-11-33",0.275450617074966,1,24,11,33
"S1-24-11-34",0.277500689029694,1,24,11,34
"S1-24-11-35",0.327590227127075,1,24,11,35
"S1-24-11-36",0.651242256164551,1,24,11,36
"S1-24-11-37",0.345431745052338,1,24,11,37
"S1-24-11-40",0.44028651714325,1,24,11,40
"S1-24-11-41",0.526455163955688,1,24,11,41
"S1-24-11-42",0.401999473571777,1,24,11,42
"S1-24-11-44",0.305234968662262,1,24,11,44
"S1-24-11-46",0.345264941453934,1,24,11,46
"S1-24-11-47",0.31867504119873,1,24,11,47
"S1-24-12-31",0.265005767345428,1,24,12,31
"S1-24-12-32",0.427072137594223,1,24,12,32
"S1-24-12-33",0.479619264602661,1,24,12,33
"S1-24-12-34",0.428156793117523,1,24,12,34
"S1-24-12-36",0.754759311676025,1,24,12,36
"S1-24-12-37",0.654465854167938,1,24,12,37
"S1-24-12-39",0.335562884807587,1,24,12,39
"S1-24-12-40",0.451883167028427,1,24,12,40
"S1-24-12-41",0.469084471464157,1,24,12,41
"S1-24-12-42",0.30149906873703,1,24,12,42
"S1-24-12-47",0.40986430644989,1,24,12,47
"S1-24-12-48",0.579793930053711,1,24,12,48
"S1-24-13-31",0.253190606832504,1,24,13,31
"S1-24-13-32",0.386085242033005,1,24,13,32
"S1-24-13-33",0.577437579631805,1,24,13,33
"S1-24-13-34",0.623839616775513,1,24,13,34
"S1-24-13-35",0.387274384498596,1,24,13,35
"S1-24-13-36",0.304847538471222,1,24,13,36
"S1-24-13-37",0.238430872559547,1,24,13,37
"S1-24-13-38",0.315765768289566,1,24,13,38
"S1-24-13-39",0.576062738895416,1,24,13,39
"S1-24-13-40",0.556638360023499,1,24,13,40
"S1-24-13-41",0.532134652137756,1,24,13,41
"S1-24-13-42",0.305123060941696,1,24,13,42
"S1-24-13-46",0.316901564598083,1,24,13,46
"S1-24-13-47",0.446031719446182,1,24,13,47
"S1-24-13-48",0.511976003646851,1,24,13,48
"S1-24-13-49",0.432632178068161,1,24,13,49
"S1-24-13-51",0.409610062837601,1,24,13,51
"S1-24-13-52",0.447793304920197,1,24,13,52
"S1-24-13-53",0.477461189031601,1,24,13,53
"S1-24-14-30",0.314543753862381,1,24,14,30
"S1-24-14-31",0.258037447929382,1,24,14,31
"S1-24-14-32",0.264128923416138,1,24,14,32
"S1-24-14-33",0.295458287000656,1,24,14,33
"S1-24-14-34",0.504091441631317,1,24,14,34
"S1-24-14-35",0.52063125371933,1,24,14,35
"S1-24-14-38",0.374003916978836,1,24,14,38
"S1-24-14-39",0.616639196872711,1,24,14,39
"S1-24-14-40",0.619046866893768,1,24,14,40
"S1-24-14-41",0.596777737140656,1,24,14,41
"S1-24-14-42",0.464472830295563,1,24,14,42
"S1-24-14-43",0.312237739562988,1,24,14,43
"S1-24-14-45",0.323007017374039,1,24,14,45
"S1-24-14-46",0.576264560222626,1,24,14,46
"S1-24-14-47",0.514860987663269,1,24,14,47
"S1-24-14-48",0.426784098148346,1,24,14,48
"S1-24-14-51",0.482908129692078,1,24,14,51
"S1-24-14-52",0.499851614236832,1,24,14,52
"S1-24-15-30",0.394753009080887,1,24,15,30
"S1-24-15-31",0.446757346391678,1,24,15,31
"S1-24-15-32",0.335221946239471,1,24,15,32
"S1-24-15-34",0.343219459056854,1,24,15,34
"S1-24-15-35",0.485973864793777,1,24,15,35
"S1-24-15-36",0.441525995731354,1,24,15,36
"S1-24-15-41",0.246932297945023,1,24,15,41
"S1-24-15-42",0.396745383739471,1,24,15,42
"S1-24-15-43",0.282091617584229,1,24,15,43
"S1-24-15-45",0.398479551076889,1,24,15,45
"S1-24-15-46",0.551008284091949,1,24,15,46
"S1-24-15-47",0.4384645819664,1,24,15,47
"S1-24-15-53",0.535798072814941,1,24,15,53
"S1-24-16-30",0.236560344696045,1,24,16,30
"S1-24-16-31",0.356286019086838,1,24,16,31
"S1-24-16-32",0.250275492668152,1,24,16,32
"S1-24-16-35",0.309191167354584,1,24,16,35
"S1-24-16-36",0.449562519788742,1,24,16,36
"S1-24-16-37",0.281352519989014,1,24,16,37
"S1-24-16-45",0.402240037918091,1,24,16,45
"S1-24-16-46",0.50247710943222,1,24,16,46
"S1-24-16-47",0.395931571722031,1,24,16,47
"S1-24-16-53",0.461116075515747,1,24,16,53
"S1-24-17-30",0.316347569227219,1,24,17,30
"S1-24-17-31",0.266595333814621,1,24,17,31
"S1-24-17-32",0.38450363278389,1,24,17,32
"S1-24-17-33",0.282935529947281,1,24,17,33
"S1-24-17-35",0.202868312597275,1,24,17,35
"S1-24-17-36",0.449762642383575,1,24,17,36
"S1-24-17-37",0.315354019403458,1,24,17,37
"S1-24-17-45",0.434950441122055,1,24,17,45
"S1-24-17-46",0.443185448646545,1,24,17,46
"S1-24-17-47",0.229535639286041,1,24,17,47
"S1-24-17-50",0.544295430183411,1,24,17,50
"S1-24-17-52",0.445760458707809,1,24,17,52
"S1-24-18-31",0.878310024738312,1,24,18,31
"S1-24-18-32",0.770216107368469,1,24,18,32
"S1-24-18-33",0.728021204471588,1,24,18,33
"S1-24-18-34",0.408454835414886,1,24,18,34
"S1-24-18-35",0.214937180280685,1,24,18,35
"S1-24-18-36",0.453870683908463,1,24,18,36
"S1-24-18-37",0.297789722681046,1,24,18,37
"S1-24-18-40",0.234837636351585,1,24,18,40
"S1-24-18-41",0.342633038759232,1,24,18,41
"S1-24-18-45",0.338578969240189,1,24,18,45
"S1-24-18-46",0.385522872209549,1,24,18,46
"S1-24-18-51",0.378789454698563,1,24,18,51
"S1-24-19-31",0.856860041618347,1,24,19,31
"S1-24-19-32",0.739097058773041,1,24,19,32
"S1-24-19-33",0.763111114501953,1,24,19,33
"S1-24-19-34",0.620010614395142,1,24,19,34
"S1-24-19-35",0.293334931135178,1,24,19,35
"S1-24-19-36",0.35992768406868,1,24,19,36
"S1-24-19-40",0.277404129505157,1,24,19,40
"S1-24-19-41",0.498723089694977,1,24,19,41
"S1-24-19-42",0.347730219364166,1,24,19,42
"S1-24-19-49",0.491769760847092,1,24,19,49
"S1-24-19-50",0.408859550952911,1,24,19,50
"S1-24-19-55",0.226188853383064,1,24,19,55
"S1-24-20-31",0.739983141422272,1,24,20,31
"S1-24-20-32",0.501560389995575,1,24,20,32
"S1-24-20-41",0.323852926492691,1,24,20,41
"S1-24-20-42",0.497100442647934,1,24,20,42
"S1-24-20-43",0.201020181179047,1,24,20,43
"S1-24-20-49",0.340086936950684,1,24,20,49
"S1-24-20-54",0.23560893535614,1,24,20,54
"S1-24-21-30",0.263613969087601,1,24,21,30
"S1-24-21-31",0.604438483715057,1,24,21,31
"S1-24-21-32",0.541209697723389,1,24,21,32
"S1-24-21-42",0.401220619678497,1,24,21,42
"S1-24-21-43",0.392401576042175,1,24,21,43
"S1-24-22-31",0.305679976940155,1,24,22,31
"S1-24-22-32",0.393667578697205,1,24,22,32
"S1-24-22-39",0.308827370405197,1,24,22,39
"S1-24-22-40",0.294328302145004,1,24,22,40
"S1-24-22-42",0.31752160191536,1,24,22,42
"S1-24-22-43",0.435750156641006,1,24,22,43
"S1-24-22-44",0.225095123052597,1,24,22,44
"S1-24-23-31",0.205305218696594,1,24,23,31
"S1-24-23-39",0.420318931341171,1,24,23,39
"S1-24-23-40",0.480786472558975,1,24,23,40
"S1-24-23-41",0.337113559246063,1,24,23,41
"S1-24-23-42",0.485570043325424,1,24,23,42
"S1-24-23-43",0.567274332046509,1,24,23,43
"S1-24-23-44",0.327325522899628,1,24,23,44
"S1-24-24-30",0.22378659248352,1,24,24,30
"S1-24-24-31",0.256223440170288,1,24,24,31
"S1-24-24-39",0.391662329435349,1,24,24,39
"S1-24-24-40",0.483986496925354,1,24,24,40
"S1-24-24-41",0.485595881938934,1,24,24,41
"S1-24-24-42",0.561495959758759,1,24,24,42
"S1-24-24-43",0.554215312004089,1,24,24,43
"S1-24-24-44",0.306630820035934,1,24,24,44
"S1-24-25-30",0.404874891042709,1,24,25,30
"S1-24-25-39",0.242109149694443,1,24,25,39
"S1-24-25-40",0.30551153421402,1,24,25,40
"S1-24-25-41",0.348006457090378,1,24,25,41
"S1-24-25-42",0.275780856609344,1,24,25,42
"S1-24-26-30",0.537282228469849,1,24,26,30
"S1-24-27-30",0.346625655889511,1,24,27,30
"S1-24-27-31",0.288094729185104,1,24,27,31
"S1-24-28-30",0.39341801404953,1,24,28,30
"S1-24-28-31",0.366983532905579,1,24,28,31
"S1-24-29-29",0.271028608083725,1,24,29,29
"S1-24-29-30",0.485552698373795,1,24,29,30
"S1-24-29-31",0.394392669200897,1,24,29,31
"S1-24-30-29",0.208338230848312,1,24,30,29
"S1-24-30-30",0.320187032222748,1,24,30,30
"S1-24-31-29",0.260110557079315,1,24,31,29
"S1-24-32-28",0.201796755194664,1,24,32,28
"S1-24-32-29",0.319504678249359,1,24,32,29
"S1-24-32-30",0.217824026942253,1,24,32,30
"S1-24-33-28",0.341234892606735,1,24,33,28
"S1-24-33-29",0.358601689338684,1,24,33,29
"S1-24-33-30",0.297157853841782,1,24,33,30
"S1-24-34-28",0.368797093629837,1,24,34,28
"S1-24-34-29",0.294427871704102,1,24,34,29
"S1-24-35-28",0.365165561437607,1,24,35,28
"S1-24-35-29",0.318015187978745,1,24,35,29
"S1-24-35-30",0.23834416270256,1,24,35,30
"S1-24-35-31",0.236145094037056,1,24,35,31
"S1-24-36-28",0.345945417881012,1,24,36,28
"S1-24-36-29",0.352127969264984,1,24,36,29
"S1-24-36-30",0.300323307514191,1,24,36,30
"S1-24-36-31",0.314130067825317,1,24,36,31
"S1-24-37-28",0.266339033842087,1,24,37,28
"S1-24-37-29",0.301102370023727,1,24,37,29
"S1-24-37-30",0.227362006902695,1,24,37,30
"S1-24-37-31",0.230387151241302,1,24,37,31
"S1-24-37-32",0.218938365578651,1,24,37,32
"S1-25-7-39",0.207416757941246,1,25,7,39
"S1-25-8-37",0.480410397052765,1,25,8,37
"S1-25-8-38",0.442232459783554,1,25,8,38
"S1-25-8-39",0.410626143217087,1,25,8,39
"S1-25-8-40",0.223452895879745,1,25,8,40
"S1-25-8-41",0.242945119738579,1,25,8,41
"S1-25-9-34",0.327980577945709,1,25,9,34
"S1-25-9-35",0.465595781803131,1,25,9,35
"S1-25-9-36",0.666180908679962,1,25,9,36
"S1-25-9-37",0.513093292713165,1,25,9,37
"S1-25-9-38",0.404021918773651,1,25,9,38
"S1-25-9-39",0.380248486995697,1,25,9,39
"S1-25-9-40",0.231759905815125,1,25,9,40
"S1-25-9-41",0.327297747135162,1,25,9,41
"S1-25-9-42",0.3640276491642,1,25,9,42
"S1-25-9-43",0.379272401332855,1,25,9,43
"S1-25-9-44",0.548756957054138,1,25,9,44
"S1-25-9-47",0.255405366420746,1,25,9,47
"S1-25-10-33",0.343514263629913,1,25,10,33
"S1-25-10-34",0.348496109247208,1,25,10,34
"S1-25-10-35",0.497822791337967,1,25,10,35
"S1-25-10-36",0.688241064548492,1,25,10,36
"S1-25-10-37",0.356380462646484,1,25,10,37
"S1-25-10-38",0.215518996119499,1,25,10,38
"S1-25-10-40",0.30475589632988,1,25,10,40
"S1-25-10-41",0.536369800567627,1,25,10,41
"S1-25-10-42",0.407417446374893,1,25,10,42
"S1-25-10-43",0.30242332816124,1,25,10,43
"S1-25-10-44",0.437509089708328,1,25,10,44
"S1-25-10-47",0.491986483335495,1,25,10,47
"S1-25-10-48",0.469641208648682,1,25,10,48
"S1-25-10-51",0.289355039596558,1,25,10,51
"S1-25-11-31",0.265631347894669,1,25,11,31
"S1-25-11-32",0.517298519611359,1,25,11,32
"S1-25-11-33",0.513905882835388,1,25,11,33
"S1-25-11-34",0.230902552604675,1,25,11,34
"S1-25-11-35",0.200863987207413,1,25,11,35
"S1-25-11-36",0.596143424510956,1,25,11,36
"S1-25-11-37",0.455844908952713,1,25,11,37
"S1-25-11-40",0.45465874671936,1,25,11,40
"S1-25-11-41",0.611250579357147,1,25,11,41
"S1-25-11-42",0.48466569185257,1,25,11,42
"S1-25-11-44",0.244222268462181,1,25,11,44
"S1-25-11-47",0.446618735790253,1,25,11,47
"S1-25-11-48",0.51595401763916,1,25,11,48
"S1-25-12-30",0.209054678678513,1,25,12,30
"S1-25-12-31",0.291926711797714,1,25,12,31
"S1-25-12-32",0.531172692775726,1,25,12,32
"S1-25-12-33",0.628465950489044,1,25,12,33
"S1-25-12-34",0.485978931188583,1,25,12,34
"S1-25-12-36",0.326005429029465,1,25,12,36
"S1-25-12-37",0.30752357840538,1,25,12,37
"S1-25-12-39",0.347920775413513,1,25,12,39
"S1-25-12-40",0.44380059838295,1,25,12,40
"S1-25-12-41",0.407244294881821,1,25,12,41
"S1-25-12-42",0.30385485291481,1,25,12,42
"S1-25-12-47",0.36082598567009,1,25,12,47
"S1-25-12-48",0.421715080738068,1,25,12,48
"S1-25-13-30",0.219013094902039,1,25,13,30
"S1-25-13-31",0.245030611753464,1,25,13,31
"S1-25-13-33",0.417391121387482,1,25,13,33
"S1-25-13-34",0.502237617969513,1,25,13,34
"S1-25-13-35",0.274977326393127,1,25,13,35
"S1-25-13-38",0.225005656480789,1,25,13,38
"S1-25-13-39",0.513010144233704,1,25,13,39
"S1-25-13-40",0.464647501707077,1,25,13,40
"S1-25-13-41",0.410229206085205,1,25,13,41
"S1-25-13-46",0.366047322750091,1,25,13,46
"S1-25-13-47",0.396271616220474,1,25,13,47
"S1-25-13-48",0.328040450811386,1,25,13,48
"S1-25-14-30",0.213574275374413,1,25,14,30
"S1-25-14-31",0.241343036293983,1,25,14,31
"S1-25-14-32",0.31731578707695,1,25,14,32
"S1-25-14-35",0.201686203479767,1,25,14,35
"S1-25-14-38",0.309555619955063,1,25,14,38
"S1-25-14-39",0.515478610992432,1,25,14,39
"S1-25-14-40",0.55259644985199,1,25,14,40
"S1-25-14-41",0.528190732002258,1,25,14,41
"S1-25-14-42",0.296215951442719,1,25,14,42
"S1-25-14-45",0.331931114196777,1,25,14,45
"S1-25-14-46",0.461301863193512,1,25,14,46
"S1-25-14-47",0.390265852212906,1,25,14,47
"S1-25-15-30",0.255788326263428,1,25,15,30
"S1-25-15-31",0.463401883840561,1,25,15,31
"S1-25-15-32",0.626244366168976,1,25,15,32
"S1-25-15-33",0.410872608423233,1,25,15,33
"S1-25-15-39",0.231193661689758,1,25,15,39
"S1-25-15-40",0.311215311288834,1,25,15,40
"S1-25-15-41",0.290686279535294,1,25,15,41
"S1-25-15-45",0.480416864156723,1,25,15,45
"S1-25-15-46",0.459734678268433,1,25,15,46
"S1-25-15-53",0.421505212783813,1,25,15,53
"S1-25-16-30",0.349575400352478,1,25,16,30
"S1-25-16-31",0.4216188788414,1,25,16,31
"S1-25-16-32",0.612252771854401,1,25,16,32
"S1-25-16-33",0.530664443969727,1,25,16,33
"S1-25-16-45",0.414938420057297,1,25,16,45
"S1-25-16-46",0.468276828527451,1,25,16,46
"S1-25-16-47",0.240452274680138,1,25,16,47
"S1-25-16-53",0.254244953393936,1,25,16,53
"S1-25-17-30",0.367359519004822,1,25,17,30
"S1-25-17-32",0.207229122519493,1,25,17,32
"S1-25-17-52",0.473972737789154,1,25,17,52
"S1-25-17-54",0.216106787323952,1,25,17,54
"S1-25-18-30",0.804857730865479,1,25,18,30
"S1-25-18-31",0.729393064975739,1,25,18,31
"S1-25-18-32",0.649562239646912,1,25,18,32
"S1-25-18-33",0.462734699249268,1,25,18,33
"S1-25-18-50",0.622426450252533,1,25,18,50
"S1-25-18-51",0.538656055927277,1,25,18,51
"S1-25-18-54",0.295779198408127,1,25,18,54
"S1-25-19-31",0.736740946769714,1,25,19,31
"S1-25-19-32",0.532392203807831,1,25,19,32
"S1-25-19-33",0.419906735420227,1,25,19,33
"S1-25-19-50",0.495934158563614,1,25,19,50
"S1-25-19-53",0.354667872190475,1,25,19,53
"S1-25-19-54",0.378720313310623,1,25,19,54
"S1-25-19-55",0.282104909420013,1,25,19,55
"S1-25-20-31",0.786417305469513,1,25,20,31
"S1-25-20-32",0.577194392681122,1,25,20,32
"S1-25-20-47",0.378825157880783,1,25,20,47
"S1-25-20-48",0.717649519443512,1,25,20,48
"S1-25-20-49",0.687632143497467,1,25,20,49
"S1-25-20-52",0.33816009759903,1,25,20,52
"S1-25-20-53",0.406887352466583,1,25,20,53
"S1-25-20-54",0.409165352582932,1,25,20,54
"S1-25-21-30",0.286699026823044,1,25,21,30
"S1-25-21-31",0.585214734077454,1,25,21,31
"S1-25-21-32",0.644660830497742,1,25,21,32
"S1-25-21-48",0.4271340072155,1,25,21,48
"S1-25-21-49",0.314376920461655,1,25,21,49
"S1-25-21-51",0.468493580818176,1,25,21,51
"S1-25-21-52",0.486725389957428,1,25,21,52
"S1-25-21-53",0.445808559656143,1,25,21,53
"S1-25-21-54",0.407053798437119,1,25,21,54
"S1-25-21-55",0.230244234204292,1,25,21,55
"S1-25-22-31",0.230778649449348,1,25,22,31
"S1-25-22-32",0.41517761349678,1,25,22,32
"S1-25-22-50",0.390395551919937,1,25,22,50
"S1-25-22-51",0.532598435878754,1,25,22,51
"S1-25-22-52",0.498653203248978,1,25,22,52
"S1-25-22-53",0.467032581567764,1,25,22,53
"S1-25-22-54",0.376636952161789,1,25,22,54
"S1-25-23-31",0.295425772666931,1,25,23,31
"S1-25-23-32",0.277462661266327,1,25,23,32
"S1-25-23-50",0.273347407579422,1,25,23,50
"S1-25-23-51",0.464160203933716,1,25,23,51
"S1-25-23-52",0.422526925802231,1,25,23,52
"S1-25-23-53",0.298054248094559,1,25,23,53
"S1-25-24-31",0.238130286335945,1,25,24,31
"S1-25-24-32",0.204514399170876,1,25,24,32
"S1-25-24-51",0.290825068950653,1,25,24,51
"S1-25-24-52",0.350505203008652,1,25,24,52
"S1-25-25-30",0.304029285907745,1,25,25,30
"S1-25-25-31",0.286698877811432,1,25,25,31
"S1-25-25-32",0.217760369181633,1,25,25,32
"S1-25-26-30",0.42028671503067,1,25,26,30
"S1-25-26-31",0.543962001800537,1,25,26,31
"S1-25-26-32",0.28383269906044,1,25,26,32
"S1-25-27-30",0.469299018383026,1,25,27,30
"S1-25-27-31",0.524963200092316,1,25,27,31
"S1-25-27-32",0.343063175678253,1,25,27,32
"S1-25-28-31",0.555947005748749,1,25,28,31
"S1-25-28-32",0.255376487970352,1,25,28,32
"S1-25-29-30",0.403179585933685,1,25,29,30
"S1-25-29-31",0.454354256391525,1,25,29,31
"S1-25-30-30",0.259858161211014,1,25,30,30
"S1-25-31-29",0.219559654593468,1,25,31,29
"S1-25-31-30",0.2792749106884,1,25,31,30
"S1-25-31-31",0.219387337565422,1,25,31,31
"S1-25-32-30",0.335331410169601,1,25,32,30
"S1-25-32-31",0.265167504549026,1,25,32,31
"S1-25-33-28",0.272118240594864,1,25,33,28
"S1-25-33-29",0.536027133464813,1,25,33,29
"S1-25-33-30",0.455169916152954,1,25,33,30
"S1-25-33-31",0.26476725935936,1,25,33,31
"S1-25-34-28",0.244521796703339,1,25,34,28
"S1-25-34-29",0.355058938264847,1,25,34,29
"S1-25-34-30",0.310262024402618,1,25,34,30
"S1-25-34-31",0.25274994969368,1,25,34,31
"S1-25-35-28",0.271495223045349,1,25,35,28
"S1-25-35-29",0.292179256677628,1,25,35,29
"S1-25-36-28",0.253041714429855,1,25,36,28
"S1-25-36-29",0.338374108076096,1,25,36,29
"S1-25-36-30",0.26890042424202,1,25,36,30
"S1-25-36-34",0.200109004974365,1,25,36,34
"S1-25-36-35",0.250723332166672,1,25,36,35
"S1-25-37-28",0.201604411005974,1,25,37,28
"S1-25-37-29",0.252887934446335,1,25,37,29
"S1-25-37-33",0.278684437274933,1,25,37,33
"S1-25-37-34",0.37194812297821,1,25,37,34
"S1-25-37-35",0.28085321187973,1,25,37,35
"S1-25-38-33",0.331540137529373,1,25,38,33
"S1-25-38-34",0.386662900447845,1,25,38,34
"S1-25-39-32",0.344710648059845,1,25,39,32
"S1-25-39-33",0.329500526189804,1,25,39,33
"S1-25-39-34",0.262341856956482,1,25,39,34
"S1-25-40-31",0.226601138710976,1,25,40,31
"S1-25-40-32",0.388538897037506,1,25,40,32
"S1-25-40-33",0.241427227854729,1,25,40,33
"S1-25-41-31",0.232593387365341,1,25,41,31
"S1-25-41-32",0.267538279294968,1,25,41,32
"S1-26-7-38",0.568722903728485,1,26,7,38
"S1-26-7-39",0.477853715419769,1,26,7,39
"S1-26-7-41",0.252020329236984,1,26,7,41
"S1-26-8-35",0.268842548131943,1,26,8,35
"S1-26-8-36",0.597650170326233,1,26,8,36
"S1-26-8-37",0.636541306972504,1,26,8,37
"S1-26-8-38",0.674647510051727,1,26,8,38
"S1-26-8-39",0.557678461074829,1,26,8,39
"S1-26-8-40",0.297286957502365,1,26,8,40
"S1-26-8-43",0.38030731678009,1,26,8,43
"S1-26-8-44",0.441968321800232,1,26,8,44
"S1-26-8-45",0.492534697055817,1,26,8,45
"S1-26-9-33",0.306025832891464,1,26,9,33
"S1-26-9-34",0.421673506498337,1,26,9,34
"S1-26-9-35",0.488972544670105,1,26,9,35
"S1-26-9-36",0.500267565250397,1,26,9,36
"S1-26-9-37",0.442464500665665,1,26,9,37
"S1-26-9-38",0.448582977056503,1,26,9,38
"S1-26-9-42",0.27354770898819,1,26,9,42
"S1-26-9-43",0.390434145927429,1,26,9,43
"S1-26-9-44",0.472837805747986,1,26,9,44
"S1-26-9-45",0.45435756444931,1,26,9,45
"S1-26-9-47",0.391503721475601,1,26,9,47
"S1-26-9-48",0.307385742664337,1,26,9,48
"S1-26-10-32",0.410637527704239,1,26,10,32
"S1-26-10-33",0.408971160650253,1,26,10,33
"S1-26-10-34",0.365337878465652,1,26,10,34
"S1-26-10-35",0.320111125707626,1,26,10,35
"S1-26-10-36",0.248668596148491,1,26,10,36
"S1-26-10-41",0.425837159156799,1,26,10,41
"S1-26-10-42",0.421907395124435,1,26,10,42
"S1-26-10-44",0.275428205728531,1,26,10,44
"S1-26-10-48",0.379172772169113,1,26,10,48
"S1-26-10-50",0.506187796592712,1,26,10,50
"S1-26-11-32",0.332430958747864,1,26,11,32
"S1-26-11-33",0.204574018716812,1,26,11,33
"S1-26-11-40",0.399576157331467,1,26,11,40
"S1-26-11-41",0.526416957378387,1,26,11,41
"S1-26-11-42",0.549981534481049,1,26,11,42
"S1-26-11-43",0.261289238929749,1,26,11,43
"S1-26-11-47",0.203552424907684,1,26,11,47
"S1-26-11-48",0.273122578859329,1,26,11,48
"S1-26-11-49",0.434389799833298,1,26,11,49
"S1-26-11-50",0.308223307132721,1,26,11,50
"S1-26-12-32",0.215996921062469,1,26,12,32
"S1-26-12-39",0.23787248134613,1,26,12,39
"S1-26-12-40",0.384407311677933,1,26,12,40
"S1-26-12-41",0.38585814833641,1,26,12,41
"S1-26-12-42",0.378019064664841,1,26,12,42
"S1-26-12-47",0.386720240116119,1,26,12,47
"S1-26-12-48",0.491435915231705,1,26,12,48
"S1-26-12-49",0.441718339920044,1,26,12,49
"S1-26-13-39",0.363628923892975,1,26,13,39
"S1-26-13-40",0.335192054510117,1,26,13,40
"S1-26-13-41",0.20276589691639,1,26,13,41
"S1-26-13-46",0.460276693105698,1,26,13,46
"S1-26-13-47",0.491451054811478,1,26,13,47
"S1-26-14-32",0.368945300579071,1,26,14,32
"S1-26-14-33",0.250129014253616,1,26,14,33
"S1-26-14-39",0.398311734199524,1,26,14,39
"S1-26-14-40",0.346901625394821,1,26,14,40
"S1-26-14-45",0.440839886665344,1,26,14,45
"S1-26-14-46",0.447352081537247,1,26,14,46
"S1-26-14-54",0.468853682279587,1,26,14,54
"S1-26-15-31",0.400700330734253,1,26,15,31
"S1-26-15-32",0.625962376594543,1,26,15,32
"S1-26-15-33",0.469923347234726,1,26,15,33
"S1-26-15-34",0.404512852430344,1,26,15,34
"S1-26-15-35",0.260968387126923,1,26,15,35
"S1-26-15-45",0.429075390100479,1,26,15,45
"S1-26-15-53",0.311508625745773,1,26,15,53
"S1-26-15-54",0.27585905790329,1,26,15,54
"S1-26-15-55",0.356235772371292,1,26,15,55
"S1-26-16-30",0.437234461307526,1,26,16,30
"S1-26-16-31",0.590947687625885,1,26,16,31
"S1-26-16-32",0.680712521076202,1,26,16,32
"S1-26-16-33",0.638425409793854,1,26,16,33
"S1-26-16-34",0.641791999340057,1,26,16,34
"S1-26-16-35",0.577016651630402,1,26,16,35
"S1-26-16-36",0.400624692440033,1,26,16,36
"S1-26-16-44",0.3026143014431,1,26,16,44
"S1-26-16-45",0.483870655298233,1,26,16,45
"S1-26-16-51",0.562040269374847,1,26,16,51
"S1-26-16-54",0.271464228630066,1,26,16,54
"S1-26-16-55",0.273113965988159,1,26,16,55
"S1-26-17-30",0.333228528499603,1,26,17,30
"S1-26-17-31",0.231576502323151,1,26,17,31
"S1-26-17-33",0.306961864233017,1,26,17,33
"S1-26-17-34",0.494105666875839,1,26,17,34
"S1-26-17-35",0.542405128479004,1,26,17,35
"S1-26-17-36",0.490285605192185,1,26,17,36
"S1-26-17-37",0.249717116355896,1,26,17,37
"S1-26-17-44",0.368032485246658,1,26,17,44
"S1-26-17-50",0.585776329040527,1,26,17,50
"S1-26-17-52",0.477819174528122,1,26,17,52
"S1-26-17-54",0.220913112163544,1,26,17,54
"S1-26-17-55",0.299710184335709,1,26,17,55
"S1-26-18-31",0.252225190401077,1,26,18,31
"S1-26-18-50",0.607792735099792,1,26,18,50
"S1-26-18-51",0.552388548851013,1,26,18,51
"S1-26-18-52",0.43670192360878,1,26,18,52
"S1-26-18-53",0.366040110588074,1,26,18,53
"S1-26-18-54",0.333157747983932,1,26,18,54
"S1-26-19-31",0.239294946193695,1,26,19,31
"S1-26-19-32",0.217804670333862,1,26,19,32
"S1-26-19-49",0.631860077381134,1,26,19,49
"S1-26-19-53",0.44885241985321,1,26,19,53
"S1-26-19-54",0.483907520771027,1,26,19,54
"S1-26-20-31",0.547723650932312,1,26,20,31
"S1-26-20-32",0.525895416736603,1,26,20,32
"S1-26-20-48",0.747700810432434,1,26,20,48
"S1-26-20-49",0.713261723518372,1,26,20,49
"S1-26-20-50",0.371468007564545,1,26,20,50
"S1-26-20-51",0.294158816337585,1,26,20,51
"S1-26-20-52",0.423299521207809,1,26,20,52
"S1-26-20-53",0.505449116230011,1,26,20,53
"S1-26-21-31",0.58712488412857,1,26,21,31
"S1-26-21-32",0.501239240169525,1,26,21,32
"S1-26-21-35",0.300088077783585,1,26,21,35
"S1-26-21-48",0.657750189304352,1,26,21,48
"S1-26-21-49",0.63798600435257,1,26,21,49
"S1-26-21-50",0.518286466598511,1,26,21,50
"S1-26-21-51",0.540247082710266,1,26,21,51
"S1-26-21-52",0.518117547035217,1,26,21,52
"S1-26-21-54",0.401947885751724,1,26,21,54
"S1-26-22-31",0.311853736639023,1,26,22,31
"S1-26-22-32",0.238543227314949,1,26,22,32
"S1-26-22-34",0.30620065331459,1,26,22,34
"S1-26-22-35",0.404690712690353,1,26,22,35
"S1-26-22-36",0.378403693437576,1,26,22,36
"S1-26-22-37",0.256285101175308,1,26,22,37
"S1-26-22-50",0.546952903270721,1,26,22,50
"S1-26-22-51",0.588736116886139,1,26,22,51
"S1-26-22-53",0.435724020004272,1,26,22,53
"S1-26-23-31",0.229119956493378,1,26,23,31
"S1-26-23-32",0.231596797704697,1,26,23,32
"S1-26-23-34",0.303635805845261,1,26,23,34
"S1-26-23-35",0.501516997814178,1,26,23,35
