"model_string","V1","V2","group","experiment","metric","focus"
"ResNet50-ClusterFit-16K-RotNet_selfsupervised",-0.049574036706169,0.016251133540324,"NC-SSL","Task","WRSA","In-Focus"
"alexnet_gn_ipcl_imagenet",0.049947933117556,0.0809979352651683,NA,"Task","WRSA","Out-of-Focus"
"semnasnet_100_classification",-0.0964911107184146,-0.00985179576465359,NA,"Task","WRSA","Out-of-Focus"
"ViT-L-SimCLR_slip",-0.0679454031248275,-0.000516910675834803,"SimCLR","Task","WRSA","In-Focus"
"BiT-Expert-ResNet-V2-Bird_bit_expert",-0.125677306190769,-0.0290662344388127,NA,"Task","WRSA","Out-of-Focus"
"squeezenet1_0_classification",-0.0384152617858307,0.0274437542740607,NA,"Task","WRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Food_bit_expert",-0.120766136428969,-0.0203699320359134,NA,"Task","WRSA","Out-of-Focus"
"RegNet-128Gf-SEER_seer",-0.102751087351027,-0.0143762740150958,NA,"Task","WRSA","Out-of-Focus"
"fixated_pose_taskonomy",0.475308445310353,-0.128392099469899,"Taskonomy","Task","WRSA","In-Focus"
"vit_base_r50_s16_224_in21k_classification",-0.0629972658482265,-0.0358302549864377,NA,"Task","WRSA","Out-of-Focus"
"ViT-L-SLIP_slip",-0.0924969211301342,-0.0387675038356672,"SLIP","Task","WRSA","In-Focus"
"class_object_taskonomy",0.21900657559169,0.137919404418831,"Taskonomy","Task","WRSA","In-Focus"
"keypoints2d_taskonomy",0.514087026085865,-0.320441732410093,"Taskonomy","Task","WRSA","In-Focus"
"dla34_classification",-0.0805598782517742,0.00897272616146209,NA,"Task","WRSA","Out-of-Focus"
"segment_unsup25d_taskonomy",0.360348628437609,0.177026562061969,"Taskonomy","Task","WRSA","In-Focus"
"RN101_clip",-0.0981861715371891,-0.0370677505676174,NA,"Task","WRSA","Out-of-Focus"
"eca_nfnet_l0_classification",-0.0868771072183296,-0.0167156892552945,NA,"Task","WRSA","Out-of-Focus"
"regnety_064_classification",-0.0947322112228827,-0.0199447779520723,NA,"Task","WRSA","Out-of-Focus"
"hardcorenas_a_classification",-0.11078102547513,-0.0129931515568562,NA,"Task","WRSA","Out-of-Focus"
"vit_large_patch16_224_classification",-0.0314521045493612,-0.00479036629416062,NA,"Task","WRSA","Out-of-Focus"
"vit_base_patch16_224_classification",-0.10533832446617,-0.0346811435451865,NA,"Task","WRSA","Out-of-Focus"
"convnext_large_in22k_classification",-0.0896218815586999,-0.0454300533738261,NA,"Task","WRSA","Out-of-Focus"
"crossvit_base_240_classification",-0.0562895356769515,0.0282064662837873,NA,"Task","WRSA","Out-of-Focus"
"vit_tiny_patch16_224_classification",-0.0655994454479181,0.00311556333463918,NA,"Task","WRSA","Out-of-Focus"
"resnet50_classification",-0.0911629118075758,-0.00766525758070129,NA,"Task","WRSA","Out-of-Focus"
"xcit_nano_12_p8_224_classification",-0.124498947917657,-0.012124969429015,NA,"Task","WRSA","Out-of-Focus"
"vit_small_patch16_224_in21k_classification",-0.110611559204182,-0.0104262980561597,NA,"Task","WRSA","Out-of-Focus"
"edge_occlusion_taskonomy",0.329798149359635,0.12964887220848,"Taskonomy","Task","WRSA","In-Focus"
"swin_tiny_patch4_window7_224_classification",-0.0533889319648871,0.0100167472276164,NA,"Task","WRSA","Out-of-Focus"
"faster_rcnn_R_50_FPN_3x_detection",-0.0817636725927746,-0.00536552903145851,NA,"Task","WRSA","Out-of-Focus"
"skresnext50_32x4d_classification",-0.0634034363008627,0.0284203205668907,NA,"Task","WRSA","Out-of-Focus"
"shufflenet_v2_x1_0_classification",-0.0453299729118406,0.0292079886581386,NA,"Task","WRSA","Out-of-Focus"
"keypoint_rcnn_R_50_FPN_3x_segmentation",-0.0422789681058592,0.00589046050751816,NA,"Task","WRSA","Out-of-Focus"
"mnasnet1_0_classification",-0.103484996113995,-0.0100782723771065,NA,"Task","WRSA","Out-of-Focus"
"curvature_taskonomy",0.340987352286624,0.192053143393872,"Taskonomy","Task","WRSA","In-Focus"
"vit_small_patch32_224_classification",-0.0743543507283496,-0.0272146846538656,NA,"Task","WRSA","Out-of-Focus"
"deit_base_patch16_224_classification",-0.0473609192482722,-0.0142106757268685,NA,"Task","WRSA","Out-of-Focus"
"ViT-B-CLIP_slip",-0.111988903390462,-0.0496744332679453,"CLIP","Task","WRSA","In-Focus"
"convit_base_classification",-0.0869470909051044,-0.0197662010891426,NA,"Task","WRSA","Out-of-Focus"
"poolformer_s36_classification",-0.0568674721478547,0.0184679179362261,NA,"Task","WRSA","Out-of-Focus"
"xcit_nano_12_p16_224_classification",-0.117949946839016,-0.00850126167556682,NA,"Task","WRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Instrument_bit_expert",-0.0830116400010193,-0.00820146418254385,NA,"Task","WRSA","Out-of-Focus"
"ViT-L-CLIP_slip",-0.113269014221957,-0.0844948337991936,"CLIP","Task","WRSA","In-Focus"
"resmlp_big_24_224_in22ft1k_classification",-0.0911104918196131,-0.0281260158747554,NA,"Task","WRSA","Out-of-Focus"
"pit_ti_224_classification",-0.0486980139796797,0.0199202635116428,NA,"Task","WRSA","Out-of-Focus"
"swin_large_patch4_window7_224_in22k_classification",-0.0525896331074827,-0.00318867495005967,NA,"Task","WRSA","Out-of-Focus"
"resnet101_classification",-0.0646405900101397,0.0289507533729473,NA,"Task","WRSA","Out-of-Focus"
"vit_small_patch16_224_classification",-0.0831100369147592,-0.000757628521362463,NA,"Task","WRSA","Out-of-Focus"
"convit_tiny_classification",-0.0228699164360214,0.0184593995554665,NA,"Task","WRSA","Out-of-Focus"
"inception_v3_classification",-0.0816853001006136,0.00540504599794158,NA,"Task","WRSA","Out-of-Focus"
"RegNet-32Gf-SEER-INFT_seer",-0.0645165751464915,0.0187060560732882,NA,"Task","WRSA","Out-of-Focus"
"MiDaS_monoculardepth",0.0183988119588613,0.0297472833659454,NA,"Task","WRSA","Out-of-Focus"
"vit_large_patch16_224_in21k_classification",-0.121391488567673,-0.0481180450131986,NA,"Task","WRSA","Out-of-Focus"
"RegNet-128Gf-SEER-INFT_seer",-0.0662033646957786,0.0131433944229783,NA,"Task","WRSA","Out-of-Focus"
"ViT-L-CLIP-CC12M_slip",-0.10926180856435,-0.00282899784703892,NA,"Task","WRSA","Out-of-Focus"
"ResNet50-MoCoV2-BS256_selfsupervised",-0.0150155389616088,0.0324922467354165,"C-SSL","Task","WRSA","In-Focus"
"alexnet_gn_ipcl_openimages",0.0726320955474265,0.109216632187753,NA,"Task","WRSA","Out-of-Focus"
"inpainting_taskonomy",0.513826027393316,-0.0417244074984521,"Taskonomy","Task","WRSA","In-Focus"
"BiT-Expert-ResNet-V2-Flower_bit_expert",-0.121909447517287,-0.0303794511336815,NA,"Task","WRSA","Out-of-Focus"
"gmlp_s16_224_classification",-0.110797804998061,0.00687778636992305,NA,"Task","WRSA","Out-of-Focus"
"normal_taskonomy",0.345993837771769,0.184372063094447,"Taskonomy","Task","WRSA","In-Focus"
"ResNet50-JigSaw-Goyal19_selfsupervised",0.0332157599869851,0.0573472201109325,"NC-SSL","Task","WRSA","In-Focus"
"cspresnet50_classification",-0.0974018079669137,-0.00331273826997369,NA,"Task","WRSA","Out-of-Focus"
"class_scene_taskonomy",0.224720093011089,0.108466259138471,"Taskonomy","Task","WRSA","In-Focus"
"reshading_taskonomy",0.334984461998384,0.154948112201006,"Taskonomy","Task","WRSA","In-Focus"
"resmlp_24_224_classification",-0.0842178807409295,-0.00941683002380693,NA,"Task","WRSA","Out-of-Focus"
"swin_large_patch4_window7_224_classification",-0.0644216739756514,-0.00814809865032593,NA,"Task","WRSA","Out-of-Focus"
"jigsaw_taskonomy",0.445647140465821,0.134197185759388,"Taskonomy","Task","WRSA","In-Focus"
"convnext_large_classification",-0.0271680222992824,0.0113318066924013,"ImageNet1K","Input","WRSA","In-Focus"
"RegNet-64Gf-SEER-INFT_seer",-0.112780548784143,-0.00656706393921507,NA,"Input","WRSA","Out-of-Focus"
"ViT-B/32_clip",-0.119086174680402,-0.0546687358163028,NA,"Input","WRSA","Out-of-Focus"
"regnetx_064_classification",-0.102336867185954,-0.0184194883289002,NA,"Input","WRSA","Out-of-Focus"
"seresnext50_32x4d_classification",-0.129634922276387,-0.0218247767369538,NA,"Input","WRSA","Out-of-Focus"
"yolov5l_yolo",-0.063731619935337,-0.0166584887594958,NA,"Input","WRSA","Out-of-Focus"
"resnet152_classification",-0.0344256060903073,-0.00885190567844106,NA,"Input","WRSA","Out-of-Focus"
"visformer_small_classification",-0.0175460078354803,0.0189436040648946,NA,"Input","WRSA","Out-of-Focus"
"mixer_l16_224_in21k_classification",-0.0834795238583897,-0.00564330031009782,"ImageNet21K","Input","WRSA","In-Focus"
"DPT_Hybrid_monoculardepth",0.00110442010220495,0.0167016316681361,NA,"Input","WRSA","Out-of-Focus"
"dino_vitb16_selfsupervised",-0.107494678924899,-0.0389842517866686,NA,"Input","WRSA","Out-of-Focus"
"gmixer_24_224_classification",-0.0802455472224047,-0.0156732502025734,NA,"Input","WRSA","Out-of-Focus"
"ResNet50-SimCLR_selfsupervised",-0.0969088594354613,-0.00276386404952727,NA,"Input","WRSA","Out-of-Focus"
"convmixer_768_32_classification",-0.0626065864124349,0.0373743533717299,NA,"Input","WRSA","Out-of-Focus"
"vit_base_patch32_224_classification",-0.0865367927124288,-0.00556593352007428,"ImageNet1K","Input","WRSA","In-Focus"
"vgg16_classification",-0.0911815533333075,-0.00613663822650884,NA,"Input","WRSA","Out-of-Focus"
"vanishing_point_taskonomy",0.267763238848053,0.22611256282443,NA,"Input","WRSA","Out-of-Focus"
"googlenet_classification",-0.0545470870870855,0.0244453303930514,NA,"Input","WRSA","Out-of-Focus"
"nonfixated_pose_taskonomy",0.484315777120482,-0.276761472539095,NA,"Input","WRSA","Out-of-Focus"
"vit_base_patch16_224_in21k_classification",-0.116669819305398,-0.0325016339398377,"ImageNet21K","Input","WRSA","In-Focus"
"hardcorenas_f_classification",-0.117802575382102,-0.0217255415078782,NA,"Input","WRSA","Out-of-Focus"
"ResNet50-PIRL_selfsupervised",-0.0861823088892833,0.0194380130555095,NA,"Input","WRSA","Out-of-Focus"
"ResNet50-DeepClusterV2-2x224+6x96_selfsupervised",-0.0488229466481321,0.00635000944405702,NA,"Input","WRSA","Out-of-Focus"
"egomotion_taskonomy",0.468608829664451,-0.180736326501835,NA,"Input","WRSA","Out-of-Focus"
"dino_resnet50_selfsupervised",-0.0948444632294438,-0.00937668181848648,NA,"Input","WRSA","Out-of-Focus"
"mobilenet_v2_classification",-0.0767713491477591,0.00513664988585455,NA,"Input","WRSA","Out-of-Focus"
"pit_b_224_classification",-0.00336625898872504,0.016472588363256,NA,"Input","WRSA","Out-of-Focus"
"mixer_b16_224_in21k_classification",-0.0984018999339642,-0.0252758142178931,"ImageNet21K","Input","WRSA","In-Focus"
"segment_semantic_taskonomy",0.371188981617049,0.157391985262691,NA,"Input","WRSA","Out-of-Focus"
"RN50_clip",-0.0827633017266859,-0.026892304408805,NA,"Input","WRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Mammal_bit_expert",-0.0849663523826339,-0.0141319449404628,NA,"Input","WRSA","Out-of-Focus"
"RegNet-64Gf-SEER_seer",-0.10414420688168,-0.0223018478010129,NA,"Input","WRSA","Out-of-Focus"
"mixer_l16_224_classification",-0.0550052771701378,0.00840989541148819,"ImageNet1K","Input","WRSA","In-Focus"
"BiT-Expert-ResNet-V2-Animal_bit_expert",-0.0837462923638213,-0.0129711549259417,NA,"Input","WRSA","Out-of-Focus"
"densenet121_classification",-0.0612580356975907,0.0147101883365665,NA,"Input","WRSA","Out-of-Focus"
"ViT-S-CLIP_slip",-0.109717264943356,-0.0474484863735124,NA,"Input","WRSA","Out-of-Focus"
"depth_euclidean_taskonomy",0.312701561362622,0.176723507846998,NA,"Input","WRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Object_bit_expert",-0.0864839250766707,-0.00896008758899063,NA,"Input","WRSA","Out-of-Focus"
"tnt_s_patch16_224_classification",-0.0477595710590524,0.0123674028858224,NA,"Input","WRSA","Out-of-Focus"
"swin_base_patch4_window7_224_in22k_classification",-0.0658421052432948,-0.0150894086563963,"ImageNet21K","Input","WRSA","In-Focus"
"ViT-B-SimCLR_slip",-0.0734863797291292,0.00117299449128781,NA,"Input","WRSA","Out-of-Focus"
"efficientnet_b1_classification",-0.0778372296076111,-0.00822236624746687,NA,"Input","WRSA","Out-of-Focus"
"RegNet-32Gf-SEER_seer",-0.0914596388008126,-0.00769816867353416,NA,"Input","WRSA","Out-of-Focus"
"vit_base_patch32_224_in21k_classification",-0.111578971874602,-0.0295064555152641,"ImageNet21K","Input","WRSA","In-Focus"
"ghostnet_100_classification",-0.102598249729637,-0.0104047857983174,NA,"Input","WRSA","Out-of-Focus"
"jx_nest_tiny_classification",-0.0501560818208661,0.0193090656316184,NA,"Input","WRSA","Out-of-Focus"
"ViT-B/16_clip",-0.115071986024663,-0.0499924392586995,NA,"Input","WRSA","Out-of-Focus"
"mask_rcnn_R_50_FPN_3x_segmentation",-0.0577999859859995,0.0187544078948538,NA,"Input","WRSA","Out-of-Focus"
"ViT-L-SLIP-CC12M_slip",-0.087416803201142,-0.0302577640878292,NA,"Input","WRSA","Out-of-Focus"
"ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised",-0.0556382535951358,0.00917610974556502,NA,"Input","WRSA","Out-of-Focus"
"coat_lite_tiny_classification",-0.0489197046482466,0.0164264210125828,NA,"Input","WRSA","Out-of-Focus"
"vit_small_patch32_224_in21k_classification",-0.0613421335812506,-0.00736426840108065,"ImageNet21K","Input","WRSA","In-Focus"
"resnet18_classification",-0.0432687219461918,0.0218597613787837,NA,"Input","WRSA","Out-of-Focus"
"convnext_base_in22k_classification",-0.0772244111731012,-0.012542578258042,"ImageNet21K","Input","WRSA","In-Focus"
"autoencoding_taskonomy",0.520939787714881,-0.442656645813743,NA,"Input","WRSA","Out-of-Focus"
"mixer_b16_224_classification",-0.0849310327369921,-0.00071587258341034,"ImageNet1K","Input","WRSA","In-Focus"
"resmlp_big_24_224_classification",-0.0770171721832502,-0.00393894817916745,"ImageNet1K","Input","WRSA","In-Focus"
"mobilenetv3_large_100_classification",-0.0957100930439954,-0.0110152951578653,NA,"Input","WRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Abstraction_bit_expert",-0.129227428549268,-0.0321301550832016,NA,"Input","WRSA","Out-of-Focus"
"alexnet_gn_ipcl_vggface2",0.314274574218205,0.0222790425178603,"Faces","Input","WRSA","In-Focus"
"point_matching_taskonomy",0.487939155124408,-0.0628794726697769,NA,"Input","WRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Relation_bit_expert",-0.0787835878466608,-0.00674732615751025,NA,"Input","WRSA","Out-of-Focus"
"xception_classification",-0.0493208635278779,0.0352934868205539,NA,"Input","WRSA","Out-of-Focus"
"efficientnet_b3_classification",-0.0671681856921511,-0.00596773975921097,NA,"Input","WRSA","Out-of-Focus"
"ResNet50-BarlowTwins-BS2048_selfsupervised",-0.0771545938509344,0.00191095068490305,NA,"Input","WRSA","Out-of-Focus"
"resmlp_36_224_classification",-0.0882564315505155,-0.0252028297076986,NA,"Input","WRSA","Out-of-Focus"
"nf_resnet50_classification",-0.0905812603448856,-0.0169893543822897,NA,"Input","WRSA","Out-of-Focus"
"levit_128_classification",-0.0761334188252491,-0.00377065573980684,NA,"Input","WRSA","Out-of-Focus"
"denoising_taskonomy",0.516379698985954,-0.322565826665428,NA,"Input","WRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Arthropod_bit_expert",-0.0853359674882588,-0.0153504476933933,NA,"Input","WRSA","Out-of-Focus"
"resmlp_12_224_classification",-0.074814408060398,-0.0140319726650464,NA,"Input","WRSA","Out-of-Focus"
"room_layout_taskonomy",0.346049825446551,0.107575183518714,NA,"Input","WRSA","Out-of-Focus"
"nfnet_l0_classification",-0.12965337496514,-0.0297415391798203,NA,"Input","WRSA","Out-of-Focus"
"retinanet_R_50_FPN_3x_detection",-0.0797017721576837,-0.00247518424676801,NA,"Input","WRSA","Out-of-Focus"
"yolov5s_yolo",-0.064710917591451,0.00336735036601125,NA,"Input","WRSA","Out-of-Focus"
"segment_unsup2d_taskonomy",0.559010488760089,-0.11971236359474,NA,"Input","WRSA","Out-of-Focus"
"depth_zbuffer_taskonomy",0.314503752007148,0.192258199719268,NA,"Input","WRSA","Out-of-Focus"
"ResNet50-RotNet_selfsupervised",-0.0206806513859769,0.0319396660848785,NA,"Input","WRSA","Out-of-Focus"
"ViT-S-SimCLR_slip",-0.0751002026004284,-0.00227306333582741,NA,"Input","WRSA","Out-of-Focus"
"swin_base_patch4_window7_224_classification",-0.0664044458439629,-0.0249719513933198,"ImageNet1K","Input","WRSA","In-Focus"
"alexnet_gn_ipcl_places256",0.0940501888430236,0.121877128504192,"Places","Input","WRSA","In-Focus"
"ViT-B-SLIP_slip",-0.0894750019463034,-0.0306303013965426,NA,"Input","WRSA","Out-of-Focus"
"keypoints3d_taskonomy",0.311132479870443,0.149018832249992,NA,"Input","WRSA","Out-of-Focus"
"ResNet50-JigSaw-P100_selfsupervised",0.0156500981230409,0.0799025990738053,NA,"Input","WRSA","Out-of-Focus"
"convnext_base_classification",-0.0728383978146703,-0.0281699391059976,"ImageNet1K","Input","WRSA","In-Focus"
"yolov5m_yolo",-0.06584460421318,-0.0029217402586903,NA,"Input","WRSA","Out-of-Focus"
"edge_texture_taskonomy",0.438430216625641,0.162733992739562,NA,"Input","WRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Vehicle_bit_expert",-0.0810934696613392,-0.00686531204530803,NA,"Input","WRSA","Out-of-Focus"
"ViT-S-SLIP_slip",-0.0829456113519293,-0.0288564711556337,NA,"Input","WRSA","Out-of-Focus"
"ViT-L/14_clip",-0.129684034193264,-0.0768014125270113,NA,"Input","WRSA","Out-of-Focus"
"alexnet_classification",-0.0382552588761439,0.00960806846414647,NA,"Input","WRSA","Out-of-Focus"
"ResNet50-ClusterFit-16K-RotNet_selfsupervised",-0.049574036706169,0.016251133540324,NA,"Input","WRSA","Out-of-Focus"
"alexnet_gn_ipcl_imagenet",0.049947933117556,0.0809979352651683,"Objects(1)","Input","WRSA","In-Focus"
"semnasnet_100_classification",-0.0964911107184146,-0.00985179576465359,NA,"Input","WRSA","Out-of-Focus"
"ViT-L-SimCLR_slip",-0.0679454031248275,-0.000516910675834803,NA,"Input","WRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Bird_bit_expert",-0.125677306190769,-0.0290662344388127,NA,"Input","WRSA","Out-of-Focus"
"squeezenet1_0_classification",-0.0384152617858307,0.0274437542740607,NA,"Input","WRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Food_bit_expert",-0.120766136428969,-0.0203699320359134,NA,"Input","WRSA","Out-of-Focus"
"RegNet-128Gf-SEER_seer",-0.102751087351027,-0.0143762740150958,NA,"Input","WRSA","Out-of-Focus"
"fixated_pose_taskonomy",0.475308445310353,-0.128392099469899,NA,"Input","WRSA","Out-of-Focus"
"vit_base_r50_s16_224_in21k_classification",-0.0629972658482265,-0.0358302549864377,NA,"Input","WRSA","Out-of-Focus"
"ViT-L-SLIP_slip",-0.0924969211301342,-0.0387675038356672,NA,"Input","WRSA","Out-of-Focus"
"class_object_taskonomy",0.21900657559169,0.137919404418831,NA,"Input","WRSA","Out-of-Focus"
"keypoints2d_taskonomy",0.514087026085865,-0.320441732410093,NA,"Input","WRSA","Out-of-Focus"
"dla34_classification",-0.0805598782517742,0.00897272616146209,NA,"Input","WRSA","Out-of-Focus"
"segment_unsup25d_taskonomy",0.360348628437609,0.177026562061969,NA,"Input","WRSA","Out-of-Focus"
"RN101_clip",-0.0981861715371891,-0.0370677505676174,NA,"Input","WRSA","Out-of-Focus"
"eca_nfnet_l0_classification",-0.0868771072183296,-0.0167156892552945,NA,"Input","WRSA","Out-of-Focus"
"regnety_064_classification",-0.0947322112228827,-0.0199447779520723,NA,"Input","WRSA","Out-of-Focus"
"hardcorenas_a_classification",-0.11078102547513,-0.0129931515568562,NA,"Input","WRSA","Out-of-Focus"
"vit_large_patch16_224_classification",-0.0314521045493612,-0.00479036629416062,"ImageNet1K","Input","WRSA","In-Focus"
"vit_base_patch16_224_classification",-0.10533832446617,-0.0346811435451865,"ImageNet1K","Input","WRSA","In-Focus"
"convnext_large_in22k_classification",-0.0896218815586999,-0.0454300533738261,"ImageNet21K","Input","WRSA","In-Focus"
"crossvit_base_240_classification",-0.0562895356769515,0.0282064662837873,NA,"Input","WRSA","Out-of-Focus"
"vit_tiny_patch16_224_classification",-0.0655994454479181,0.00311556333463918,NA,"Input","WRSA","Out-of-Focus"
"resnet50_classification",-0.0911629118075758,-0.00766525758070129,NA,"Input","WRSA","Out-of-Focus"
"xcit_nano_12_p8_224_classification",-0.124498947917657,-0.012124969429015,NA,"Input","WRSA","Out-of-Focus"
"vit_small_patch16_224_in21k_classification",-0.110611559204182,-0.0104262980561597,"ImageNet21K","Input","WRSA","In-Focus"
"edge_occlusion_taskonomy",0.329798149359635,0.12964887220848,NA,"Input","WRSA","Out-of-Focus"
"swin_tiny_patch4_window7_224_classification",-0.0533889319648871,0.0100167472276164,NA,"Input","WRSA","Out-of-Focus"
"faster_rcnn_R_50_FPN_3x_detection",-0.0817636725927746,-0.00536552903145851,NA,"Input","WRSA","Out-of-Focus"
"skresnext50_32x4d_classification",-0.0634034363008627,0.0284203205668907,NA,"Input","WRSA","Out-of-Focus"
"shufflenet_v2_x1_0_classification",-0.0453299729118406,0.0292079886581386,NA,"Input","WRSA","Out-of-Focus"
"keypoint_rcnn_R_50_FPN_3x_segmentation",-0.0422789681058592,0.00589046050751816,NA,"Input","WRSA","Out-of-Focus"
"mnasnet1_0_classification",-0.103484996113995,-0.0100782723771065,NA,"Input","WRSA","Out-of-Focus"
"curvature_taskonomy",0.340987352286624,0.192053143393872,NA,"Input","WRSA","Out-of-Focus"
"vit_small_patch32_224_classification",-0.0743543507283496,-0.0272146846538656,"ImageNet1K","Input","WRSA","In-Focus"
"deit_base_patch16_224_classification",-0.0473609192482722,-0.0142106757268685,NA,"Input","WRSA","Out-of-Focus"
"ViT-B-CLIP_slip",-0.111988903390462,-0.0496744332679453,NA,"Input","WRSA","Out-of-Focus"
"convit_base_classification",-0.0869470909051044,-0.0197662010891426,NA,"Input","WRSA","Out-of-Focus"
"poolformer_s36_classification",-0.0568674721478547,0.0184679179362261,NA,"Input","WRSA","Out-of-Focus"
"xcit_nano_12_p16_224_classification",-0.117949946839016,-0.00850126167556682,NA,"Input","WRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Instrument_bit_expert",-0.0830116400010193,-0.00820146418254385,NA,"Input","WRSA","Out-of-Focus"
"ViT-L-CLIP_slip",-0.113269014221957,-0.0844948337991936,NA,"Input","WRSA","Out-of-Focus"
"resmlp_big_24_224_in22ft1k_classification",-0.0911104918196131,-0.0281260158747554,"ImageNet21K","Input","WRSA","In-Focus"
"pit_ti_224_classification",-0.0486980139796797,0.0199202635116428,NA,"Input","WRSA","Out-of-Focus"
"swin_large_patch4_window7_224_in22k_classification",-0.0525896331074827,-0.00318867495005967,"ImageNet21K","Input","WRSA","In-Focus"
"resnet101_classification",-0.0646405900101397,0.0289507533729473,NA,"Input","WRSA","Out-of-Focus"
"vit_small_patch16_224_classification",-0.0831100369147592,-0.000757628521362463,"ImageNet1K","Input","WRSA","In-Focus"
"convit_tiny_classification",-0.0228699164360214,0.0184593995554665,NA,"Input","WRSA","Out-of-Focus"
"inception_v3_classification",-0.0816853001006136,0.00540504599794158,NA,"Input","WRSA","Out-of-Focus"
"RegNet-32Gf-SEER-INFT_seer",-0.0645165751464915,0.0187060560732882,NA,"Input","WRSA","Out-of-Focus"
"MiDaS_monoculardepth",0.0183988119588613,0.0297472833659454,NA,"Input","WRSA","Out-of-Focus"
"vit_large_patch16_224_in21k_classification",-0.121391488567673,-0.0481180450131986,"ImageNet21K","Input","WRSA","In-Focus"
"RegNet-128Gf-SEER-INFT_seer",-0.0662033646957786,0.0131433944229783,NA,"Input","WRSA","Out-of-Focus"
"ViT-L-CLIP-CC12M_slip",-0.10926180856435,-0.00282899784703892,NA,"Input","WRSA","Out-of-Focus"
"ResNet50-MoCoV2-BS256_selfsupervised",-0.0150155389616088,0.0324922467354165,NA,"Input","WRSA","Out-of-Focus"
"alexnet_gn_ipcl_openimages",0.0726320955474265,0.109216632187753,"Objects","Input","WRSA","In-Focus"
"inpainting_taskonomy",0.513826027393316,-0.0417244074984521,NA,"Input","WRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Flower_bit_expert",-0.121909447517287,-0.0303794511336815,NA,"Input","WRSA","Out-of-Focus"
"gmlp_s16_224_classification",-0.110797804998061,0.00687778636992305,NA,"Input","WRSA","Out-of-Focus"
"normal_taskonomy",0.345993837771769,0.184372063094447,NA,"Input","WRSA","Out-of-Focus"
"ResNet50-JigSaw-Goyal19_selfsupervised",0.0332157599869851,0.0573472201109325,NA,"Input","WRSA","Out-of-Focus"
"cspresnet50_classification",-0.0974018079669137,-0.00331273826997369,NA,"Input","WRSA","Out-of-Focus"
"class_scene_taskonomy",0.224720093011089,0.108466259138471,NA,"Input","WRSA","Out-of-Focus"
"reshading_taskonomy",0.334984461998384,0.154948112201006,NA,"Input","WRSA","Out-of-Focus"
"resmlp_24_224_classification",-0.0842178807409295,-0.00941683002380693,NA,"Input","WRSA","Out-of-Focus"
"swin_large_patch4_window7_224_classification",-0.0644216739756514,-0.00814809865032593,"ImageNet1K","Input","WRSA","In-Focus"
"jigsaw_taskonomy",0.445647140465821,0.134197185759388,NA,"Input","WRSA","Out-of-Focus"
