"model_string","V1","V2","group","experiment","metric","focus"
"yolov5m_yolo",-0.128679437144958,0.0698198174396537,NA,"Task","CRSA","Out-of-Focus"
"edge_texture_taskonomy",0.377204152534869,-0.0809726792266075,"Taskonomy","Task","CRSA","In-Focus"
"BiT-Expert-ResNet-V2-Vehicle_bit_expert",-0.157631663985716,0.0807905296416579,NA,"Task","CRSA","Out-of-Focus"
"ViT-S-SLIP_slip",-0.124089402620996,-0.238022188055232,"SLIP","Task","CRSA","In-Focus"
"ViT-L/14_clip",-0.119069232455745,-0.119044749565286,NA,"Task","CRSA","Out-of-Focus"
"alexnet_classification",-0.087656513918877,-0.0454474489422879,NA,"Task","CRSA","Out-of-Focus"
"ResNet50-ClusterFit-16K-RotNet_selfsupervised",-0.0432586486639167,-0.112479075139876,"NC-SSL","Task","CRSA","In-Focus"
"alexnet_gn_ipcl_imagenet",-0.0254772793544942,-0.115910569173987,NA,"Task","CRSA","Out-of-Focus"
"semnasnet_100_classification",-0.163791873049983,0.034094763009459,NA,"Task","CRSA","Out-of-Focus"
"ViT-L-SimCLR_slip",-0.124016762542711,-0.43961718445051,"SimCLR","Task","CRSA","In-Focus"
"BiT-Expert-ResNet-V2-Bird_bit_expert",-0.252927877199443,0.00418240899889638,NA,"Task","CRSA","Out-of-Focus"
"squeezenet1_0_classification",-0.220934469557625,-0.170923487398279,NA,"Task","CRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Food_bit_expert",-0.255438900927955,-0.00435286816296694,NA,"Task","CRSA","Out-of-Focus"
"RegNet-128Gf-SEER_seer",-0.128724338214125,-0.11806019758149,NA,"Task","CRSA","Out-of-Focus"
"fixated_pose_taskonomy",0.486122934354692,-0.253850041457895,"Taskonomy","Task","CRSA","In-Focus"
"vit_base_r50_s16_224_in21k_classification",-0.131081392501824,0.0483529506323241,NA,"Task","CRSA","Out-of-Focus"
"ViT-L-SLIP_slip",-0.0426181513810166,-0.259822214173451,"SLIP","Task","CRSA","In-Focus"
"class_object_taskonomy",0.44109756207044,0.0659962608729856,"Taskonomy","Task","CRSA","In-Focus"
"keypoints2d_taskonomy",0.462633801894517,-0.336227556968851,"Taskonomy","Task","CRSA","In-Focus"
"dla34_classification",-0.0496657705161603,0.139951947348589,NA,"Task","CRSA","Out-of-Focus"
"segment_unsup25d_taskonomy",0.42825917162876,0.0794024270236594,"Taskonomy","Task","CRSA","In-Focus"
"RN101_clip",-0.00422130254512876,-0.0554857746921896,NA,"Task","CRSA","Out-of-Focus"
"eca_nfnet_l0_classification",-0.0791793027254618,0.116199508571775,NA,"Task","CRSA","Out-of-Focus"
"regnety_064_classification",0.137531994658699,0.0983237281256086,NA,"Task","CRSA","Out-of-Focus"
"hardcorenas_a_classification",-0.204837469494837,-0.0992063303577478,NA,"Task","CRSA","Out-of-Focus"
"vit_large_patch16_224_classification",-0.0346224997120342,0.0952797644398063,NA,"Task","CRSA","Out-of-Focus"
"vit_base_patch16_224_classification",-0.188320111935678,-0.07971545572198,NA,"Task","CRSA","Out-of-Focus"
"convnext_large_in22k_classification",0.100723043045114,0.289366408062699,NA,"Task","CRSA","Out-of-Focus"
"crossvit_base_240_classification",-0.142193095882964,-0.253982922987496,NA,"Task","CRSA","Out-of-Focus"
"vit_tiny_patch16_224_classification",-0.149264462049112,-0.202827740203812,NA,"Task","CRSA","Out-of-Focus"
"resnet50_classification",-0.11324709482849,0.0799646565491544,NA,"Task","CRSA","Out-of-Focus"
"xcit_nano_12_p8_224_classification",-0.24491477763435,-0.129638360998254,NA,"Task","CRSA","Out-of-Focus"
"vit_small_patch16_224_in21k_classification",-0.0190404716569298,0.0260606086733818,NA,"Task","CRSA","Out-of-Focus"
"edge_occlusion_taskonomy",0.464817061116642,0.0601282550741772,"Taskonomy","Task","CRSA","In-Focus"
"swin_tiny_patch4_window7_224_classification",0.0339855455052585,0.212820023609765,NA,"Task","CRSA","Out-of-Focus"
"faster_rcnn_R_50_FPN_3x_detection",-0.0404536662372326,0.13831176115347,NA,"Task","CRSA","Out-of-Focus"
"skresnext50_32x4d_classification",-0.0811236717154653,0.208978026901759,NA,"Task","CRSA","Out-of-Focus"
"shufflenet_v2_x1_0_classification",-0.114346708511694,0.0736852722196504,NA,"Task","CRSA","Out-of-Focus"
"keypoint_rcnn_R_50_FPN_3x_segmentation",0.0374768520313981,0.218568191515237,NA,"Task","CRSA","Out-of-Focus"
"mnasnet1_0_classification",-0.0810015289576289,0.0906207992906451,NA,"Task","CRSA","Out-of-Focus"
"curvature_taskonomy",0.39774708112955,0.0527173117562379,"Taskonomy","Task","CRSA","In-Focus"
"vit_small_patch32_224_classification",-0.100191419158708,0.0337781687471114,NA,"Task","CRSA","Out-of-Focus"
"deit_base_patch16_224_classification",0.00313874420919749,0.0674955459428737,NA,"Task","CRSA","Out-of-Focus"
"ViT-B-CLIP_slip",-0.118154005467379,-0.19533357683695,"CLIP","Task","CRSA","In-Focus"
"convit_base_classification",-0.161860271250166,-0.116681114659603,NA,"Task","CRSA","Out-of-Focus"
"poolformer_s36_classification",-0.129984408512873,0.146702521821069,NA,"Task","CRSA","Out-of-Focus"
"xcit_nano_12_p16_224_classification",-0.229326374844013,-0.122929548661576,NA,"Task","CRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Instrument_bit_expert",-0.159625633416957,0.0705327496343996,NA,"Task","CRSA","Out-of-Focus"
"ViT-L-CLIP_slip",-0.032540517625144,-0.17278461392551,"CLIP","Task","CRSA","In-Focus"
"resmlp_big_24_224_in22ft1k_classification",-0.11307346610923,-0.0024237182853234,NA,"Task","CRSA","Out-of-Focus"
"pit_ti_224_classification",-0.0465984231279204,0.107385801593949,NA,"Task","CRSA","Out-of-Focus"
"swin_large_patch4_window7_224_in22k_classification",0.115174805562169,0.290801362166971,NA,"Task","CRSA","Out-of-Focus"
"resnet101_classification",0.0679590722413232,0.188973262234207,NA,"Task","CRSA","Out-of-Focus"
"vit_small_patch16_224_classification",-0.0498527245273026,0.0160329137217087,NA,"Task","CRSA","Out-of-Focus"
"convit_tiny_classification",-0.0334230939559245,0.113051791129196,NA,"Task","CRSA","Out-of-Focus"
"inception_v3_classification",-0.0719879428576666,0.0869564743299609,NA,"Task","CRSA","Out-of-Focus"
"RegNet-32Gf-SEER-INFT_seer",0.0565859640725559,0.18331569572886,NA,"Task","CRSA","Out-of-Focus"
"MiDaS_monoculardepth",0.17270812979395,0.281223648113937,NA,"Task","CRSA","Out-of-Focus"
"vit_large_patch16_224_in21k_classification",-0.156795869349716,0.0332113978883001,NA,"Task","CRSA","Out-of-Focus"
"RegNet-128Gf-SEER-INFT_seer",-0.00590222846872321,0.193885242585776,NA,"Task","CRSA","Out-of-Focus"
"ViT-L-CLIP-CC12M_slip",-0.174480586899095,-0.33043622256309,NA,"Task","CRSA","Out-of-Focus"
"ResNet50-MoCoV2-BS256_selfsupervised",-0.0431476995096239,-0.168267577506596,"C-SSL","Task","CRSA","In-Focus"
"alexnet_gn_ipcl_openimages",0.093495602516366,-0.144505560633276,NA,"Task","CRSA","Out-of-Focus"
"inpainting_taskonomy",0.415417920803459,0.0066243453061456,"Taskonomy","Task","CRSA","In-Focus"
"BiT-Expert-ResNet-V2-Flower_bit_expert",-0.241636557745875,0.00416771700740423,NA,"Task","CRSA","Out-of-Focus"
"gmlp_s16_224_classification",-0.116317728166522,0.0902655903564837,NA,"Task","CRSA","Out-of-Focus"
"normal_taskonomy",0.386155443332931,0.110296397611729,"Taskonomy","Task","CRSA","In-Focus"
"ResNet50-JigSaw-Goyal19_selfsupervised",0.0673668805550836,0.189182886546196,"NC-SSL","Task","CRSA","In-Focus"
"cspresnet50_classification",-0.0831727883846915,0.0514770243361914,NA,"Task","CRSA","Out-of-Focus"
"class_scene_taskonomy",0.416209711829724,0.0187202742338387,"Taskonomy","Task","CRSA","In-Focus"
"reshading_taskonomy",0.42048977176456,0.102330753816365,"Taskonomy","Task","CRSA","In-Focus"
"resmlp_24_224_classification",-0.0309077271060267,0.0572949296352063,NA,"Task","CRSA","Out-of-Focus"
"swin_large_patch4_window7_224_classification",0.187109636673544,0.347476527554571,NA,"Task","CRSA","Out-of-Focus"
"jigsaw_taskonomy",0.570551124424412,-0.156602735159721,"Taskonomy","Task","CRSA","In-Focus"
"convnext_large_classification",0.0124127360107945,0.162169361948862,"ImageNet1K","Input","CRSA","In-Focus"
"RegNet-64Gf-SEER-INFT_seer",-0.147228010308856,-0.0102405824921341,NA,"Input","CRSA","Out-of-Focus"
"ViT-B/32_clip",-0.121828785207745,-0.0814003420720694,NA,"Input","CRSA","Out-of-Focus"
"regnetx_064_classification",0.1174561144559,0.172571478947154,NA,"Input","CRSA","Out-of-Focus"
"seresnext50_32x4d_classification",-0.197728572759988,-0.0241753992503425,NA,"Input","CRSA","Out-of-Focus"
"yolov5l_yolo",-0.0292974285987252,0.161884854937374,NA,"Input","CRSA","Out-of-Focus"
"resnet152_classification",0.127762133899932,0.250788476679461,NA,"Input","CRSA","Out-of-Focus"
"visformer_small_classification",0.113608877381452,0.167611495715234,NA,"Input","CRSA","Out-of-Focus"
"mixer_l16_224_in21k_classification",-0.0898209515777009,-0.0897695902470901,"ImageNet21K","Input","CRSA","In-Focus"
"DPT_Hybrid_monoculardepth",-0.0623739667136253,0.127522761835307,NA,"Input","CRSA","Out-of-Focus"
"dino_vitb16_selfsupervised",-0.184311502432654,-0.143918120602532,NA,"Input","CRSA","Out-of-Focus"
"gmixer_24_224_classification",-0.0784414657494638,0.113141882446034,NA,"Input","CRSA","Out-of-Focus"
"ResNet50-SimCLR_selfsupervised",-0.191295729773542,-0.182340639140476,NA,"Input","CRSA","Out-of-Focus"
"convmixer_768_32_classification",-0.00271664242703529,0.140941234717989,NA,"Input","CRSA","Out-of-Focus"
"vit_base_patch32_224_classification",-0.181348311978716,-0.00993470185774625,"ImageNet1K","Input","CRSA","In-Focus"
"vgg16_classification",-0.204988415141881,-0.0776680231932386,NA,"Input","CRSA","Out-of-Focus"
"vanishing_point_taskonomy",0.46405818856343,-0.0580783280031057,NA,"Input","CRSA","Out-of-Focus"
"googlenet_classification",-0.0676786399305418,0.049699300540399,NA,"Input","CRSA","Out-of-Focus"
"nonfixated_pose_taskonomy",0.439426369192416,-0.304058752995296,NA,"Input","CRSA","Out-of-Focus"
"vit_base_patch16_224_in21k_classification",-0.169928233683741,-0.0280272911333576,"ImageNet21K","Input","CRSA","In-Focus"
"hardcorenas_f_classification",-0.239477687565286,-0.0090272492065359,NA,"Input","CRSA","Out-of-Focus"
"ResNet50-PIRL_selfsupervised",-0.162309811149824,-0.122601869210743,NA,"Input","CRSA","Out-of-Focus"
"ResNet50-DeepClusterV2-2x224+6x96_selfsupervised",-0.0993241226186673,0.0333375113756692,NA,"Input","CRSA","Out-of-Focus"
"egomotion_taskonomy",0.496129572905469,-0.247645197033353,NA,"Input","CRSA","Out-of-Focus"
"dino_resnet50_selfsupervised",-0.193868188907763,-0.167222787622485,NA,"Input","CRSA","Out-of-Focus"
"mobilenet_v2_classification",-0.121996174705212,0.0405603272968035,NA,"Input","CRSA","Out-of-Focus"
"pit_b_224_classification",0.0350007034011532,0.208732769852735,NA,"Input","CRSA","Out-of-Focus"
"mixer_b16_224_in21k_classification",-0.0335576527931911,-0.0824683238216077,"ImageNet21K","Input","CRSA","In-Focus"
"segment_semantic_taskonomy",0.485250379173792,0.0468395147490734,NA,"Input","CRSA","Out-of-Focus"
"RN50_clip",-0.069909761677543,0.0611654112671905,NA,"Input","CRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Mammal_bit_expert",-0.195144009037795,0.0643159445602214,NA,"Input","CRSA","Out-of-Focus"
"RegNet-64Gf-SEER_seer",-0.128551533897832,-0.104921370067752,NA,"Input","CRSA","Out-of-Focus"
"mixer_l16_224_classification",-0.134138065988404,-0.184086232504842,"ImageNet1K","Input","CRSA","In-Focus"
"BiT-Expert-ResNet-V2-Animal_bit_expert",-0.179718124710643,0.0747874952768454,NA,"Input","CRSA","Out-of-Focus"
"densenet121_classification",-0.00712857161121514,0.119307075457939,NA,"Input","CRSA","Out-of-Focus"
"ViT-S-CLIP_slip",-0.0725176409270245,-0.164029067367424,NA,"Input","CRSA","Out-of-Focus"
"depth_euclidean_taskonomy",0.438070870971637,0.131582966082187,NA,"Input","CRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Object_bit_expert",-0.157518160041023,0.0780315096342793,NA,"Input","CRSA","Out-of-Focus"
"tnt_s_patch16_224_classification",0.114562862465229,0.1624038567497,NA,"Input","CRSA","Out-of-Focus"
"swin_base_patch4_window7_224_in22k_classification",0.107745444505122,0.296801455621487,"ImageNet21K","Input","CRSA","In-Focus"
"ViT-B-SimCLR_slip",-0.178569884966507,-0.414832275563222,NA,"Input","CRSA","Out-of-Focus"
"efficientnet_b1_classification",-0.0958477069512443,0.117119038160106,NA,"Input","CRSA","Out-of-Focus"
"RegNet-32Gf-SEER_seer",-0.120204251970437,-0.128474190030238,NA,"Input","CRSA","Out-of-Focus"
"vit_base_patch32_224_in21k_classification",-0.183031194088099,-0.0244798131717431,"ImageNet21K","Input","CRSA","In-Focus"
"ghostnet_100_classification",-0.192631105560024,-0.00189766133865796,NA,"Input","CRSA","Out-of-Focus"
"jx_nest_tiny_classification",-0.0991558276771791,0.0895186414095481,NA,"Input","CRSA","Out-of-Focus"
"ViT-B/16_clip",-0.0934674332528874,-0.107837093990063,NA,"Input","CRSA","Out-of-Focus"
"mask_rcnn_R_50_FPN_3x_segmentation",0.022988811915659,0.150437248996689,NA,"Input","CRSA","Out-of-Focus"
"ViT-L-SLIP-CC12M_slip",-0.0902098140112742,-0.137265576903621,NA,"Input","CRSA","Out-of-Focus"
"ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised",-0.133702431622956,0.014567088702953,NA,"Input","CRSA","Out-of-Focus"
"coat_lite_tiny_classification",-0.0837726473851348,0.089200127958124,NA,"Input","CRSA","Out-of-Focus"
"vit_small_patch32_224_in21k_classification",-0.113724574460091,-0.00335572009220736,"ImageNet21K","Input","CRSA","In-Focus"
"resnet18_classification",-0.0642204810889906,0.122399239297158,NA,"Input","CRSA","Out-of-Focus"
"convnext_base_in22k_classification",-0.153328284050236,0.0735849427497655,"ImageNet21K","Input","CRSA","In-Focus"
"autoencoding_taskonomy",0.431690282124136,-0.400860548178651,NA,"Input","CRSA","Out-of-Focus"
"mixer_b16_224_classification",-0.153300677879022,-0.00758310073899933,"ImageNet1K","Input","CRSA","In-Focus"
"resmlp_big_24_224_classification",0.00027162841422275,0.155615308819025,"ImageNet1K","Input","CRSA","In-Focus"
"mobilenetv3_large_100_classification",-0.19950429146886,-0.0612256880868349,NA,"Input","CRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Abstraction_bit_expert",-0.223142744636413,0.0251278880499122,NA,"Input","CRSA","Out-of-Focus"
"alexnet_gn_ipcl_vggface2",0.330514530253888,-0.179680910054465,"Faces","Input","CRSA","In-Focus"
"point_matching_taskonomy",0.528345256336066,-0.198477783022966,NA,"Input","CRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Relation_bit_expert",-0.159581856995465,0.0564591585512203,NA,"Input","CRSA","Out-of-Focus"
"xception_classification",-0.0209916710168733,0.174477568688986,NA,"Input","CRSA","Out-of-Focus"
"efficientnet_b3_classification",-0.14448716856273,0.0603764497821063,NA,"Input","CRSA","Out-of-Focus"
"ResNet50-BarlowTwins-BS2048_selfsupervised",0.0769575419255163,-0.136889118407787,NA,"Input","CRSA","Out-of-Focus"
"resmlp_36_224_classification",-0.0177985114620391,0.0887102400880708,NA,"Input","CRSA","Out-of-Focus"
"nf_resnet50_classification",-0.193653479006588,0.0184755407812784,NA,"Input","CRSA","Out-of-Focus"
"levit_128_classification",-0.146374890636529,0.011402531967618,NA,"Input","CRSA","Out-of-Focus"
"denoising_taskonomy",0.429824565266512,-0.285151926367252,NA,"Input","CRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Arthropod_bit_expert",-0.159736858063551,0.0723880328846297,NA,"Input","CRSA","Out-of-Focus"
"resmlp_12_224_classification",-0.0199703298235651,0.135512436351192,NA,"Input","CRSA","Out-of-Focus"
"room_layout_taskonomy",0.487835789884346,0.0564105253637004,NA,"Input","CRSA","Out-of-Focus"
"nfnet_l0_classification",-0.218312335030925,-0.0387075636574827,NA,"Input","CRSA","Out-of-Focus"
"retinanet_R_50_FPN_3x_detection",-0.0897800508209091,0.0495149592116335,NA,"Input","CRSA","Out-of-Focus"
"yolov5s_yolo",-0.0709326305146254,0.0371191425378415,NA,"Input","CRSA","Out-of-Focus"
"segment_unsup2d_taskonomy",0.479157413291023,-0.218723957173441,NA,"Input","CRSA","Out-of-Focus"
"depth_zbuffer_taskonomy",0.395606884460575,0.0431610498714868,NA,"Input","CRSA","Out-of-Focus"
"ResNet50-RotNet_selfsupervised",-0.0799032761709859,-0.041723273309032,NA,"Input","CRSA","Out-of-Focus"
"ViT-S-SimCLR_slip",-0.180425767292095,-0.457932263462971,NA,"Input","CRSA","Out-of-Focus"
"swin_base_patch4_window7_224_classification",0.0221604022645312,0.166389851645994,"ImageNet1K","Input","CRSA","In-Focus"
"alexnet_gn_ipcl_places256",0.159988918641319,-0.209299021327819,"Places","Input","CRSA","In-Focus"
"ViT-B-SLIP_slip",-0.120095944424722,-0.166767161471014,NA,"Input","CRSA","Out-of-Focus"
"keypoints3d_taskonomy",0.432604276034895,0.105430609716939,NA,"Input","CRSA","Out-of-Focus"
"ResNet50-JigSaw-P100_selfsupervised",-0.0861554276696916,0.0493821167989353,NA,"Input","CRSA","Out-of-Focus"
"convnext_base_classification",-0.0284255066058312,0.136555160630548,"ImageNet1K","Input","CRSA","In-Focus"
"yolov5m_yolo",-0.128679437144958,0.0698198174396537,NA,"Input","CRSA","Out-of-Focus"
"edge_texture_taskonomy",0.377204152534869,-0.0809726792266075,NA,"Input","CRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Vehicle_bit_expert",-0.157631663985716,0.0807905296416579,NA,"Input","CRSA","Out-of-Focus"
"ViT-S-SLIP_slip",-0.124089402620996,-0.238022188055232,NA,"Input","CRSA","Out-of-Focus"
"ViT-L/14_clip",-0.119069232455745,-0.119044749565286,NA,"Input","CRSA","Out-of-Focus"
"alexnet_classification",-0.087656513918877,-0.0454474489422879,NA,"Input","CRSA","Out-of-Focus"
"ResNet50-ClusterFit-16K-RotNet_selfsupervised",-0.0432586486639167,-0.112479075139876,NA,"Input","CRSA","Out-of-Focus"
"alexnet_gn_ipcl_imagenet",-0.0254772793544942,-0.115910569173987,"Objects(1)","Input","CRSA","In-Focus"
"semnasnet_100_classification",-0.163791873049983,0.034094763009459,NA,"Input","CRSA","Out-of-Focus"
"ViT-L-SimCLR_slip",-0.124016762542711,-0.43961718445051,NA,"Input","CRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Bird_bit_expert",-0.252927877199443,0.00418240899889638,NA,"Input","CRSA","Out-of-Focus"
"squeezenet1_0_classification",-0.220934469557625,-0.170923487398279,NA,"Input","CRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Food_bit_expert",-0.255438900927955,-0.00435286816296694,NA,"Input","CRSA","Out-of-Focus"
"RegNet-128Gf-SEER_seer",-0.128724338214125,-0.11806019758149,NA,"Input","CRSA","Out-of-Focus"
"fixated_pose_taskonomy",0.486122934354692,-0.253850041457895,NA,"Input","CRSA","Out-of-Focus"
"vit_base_r50_s16_224_in21k_classification",-0.131081392501824,0.0483529506323241,NA,"Input","CRSA","Out-of-Focus"
"ViT-L-SLIP_slip",-0.0426181513810166,-0.259822214173451,NA,"Input","CRSA","Out-of-Focus"
"class_object_taskonomy",0.44109756207044,0.0659962608729856,NA,"Input","CRSA","Out-of-Focus"
"keypoints2d_taskonomy",0.462633801894517,-0.336227556968851,NA,"Input","CRSA","Out-of-Focus"
"dla34_classification",-0.0496657705161603,0.139951947348589,NA,"Input","CRSA","Out-of-Focus"
"segment_unsup25d_taskonomy",0.42825917162876,0.0794024270236594,NA,"Input","CRSA","Out-of-Focus"
"RN101_clip",-0.00422130254512876,-0.0554857746921896,NA,"Input","CRSA","Out-of-Focus"
"eca_nfnet_l0_classification",-0.0791793027254618,0.116199508571775,NA,"Input","CRSA","Out-of-Focus"
"regnety_064_classification",0.137531994658699,0.0983237281256086,NA,"Input","CRSA","Out-of-Focus"
"hardcorenas_a_classification",-0.204837469494837,-0.0992063303577478,NA,"Input","CRSA","Out-of-Focus"
"vit_large_patch16_224_classification",-0.0346224997120342,0.0952797644398063,"ImageNet1K","Input","CRSA","In-Focus"
"vit_base_patch16_224_classification",-0.188320111935678,-0.07971545572198,"ImageNet1K","Input","CRSA","In-Focus"
"convnext_large_in22k_classification",0.100723043045114,0.289366408062699,"ImageNet21K","Input","CRSA","In-Focus"
"crossvit_base_240_classification",-0.142193095882964,-0.253982922987496,NA,"Input","CRSA","Out-of-Focus"
"vit_tiny_patch16_224_classification",-0.149264462049112,-0.202827740203812,NA,"Input","CRSA","Out-of-Focus"
"resnet50_classification",-0.11324709482849,0.0799646565491544,NA,"Input","CRSA","Out-of-Focus"
"xcit_nano_12_p8_224_classification",-0.24491477763435,-0.129638360998254,NA,"Input","CRSA","Out-of-Focus"
"vit_small_patch16_224_in21k_classification",-0.0190404716569298,0.0260606086733818,"ImageNet21K","Input","CRSA","In-Focus"
"edge_occlusion_taskonomy",0.464817061116642,0.0601282550741772,NA,"Input","CRSA","Out-of-Focus"
"swin_tiny_patch4_window7_224_classification",0.0339855455052585,0.212820023609765,NA,"Input","CRSA","Out-of-Focus"
"faster_rcnn_R_50_FPN_3x_detection",-0.0404536662372326,0.13831176115347,NA,"Input","CRSA","Out-of-Focus"
"skresnext50_32x4d_classification",-0.0811236717154653,0.208978026901759,NA,"Input","CRSA","Out-of-Focus"
"shufflenet_v2_x1_0_classification",-0.114346708511694,0.0736852722196504,NA,"Input","CRSA","Out-of-Focus"
"keypoint_rcnn_R_50_FPN_3x_segmentation",0.0374768520313981,0.218568191515237,NA,"Input","CRSA","Out-of-Focus"
"mnasnet1_0_classification",-0.0810015289576289,0.0906207992906451,NA,"Input","CRSA","Out-of-Focus"
"curvature_taskonomy",0.39774708112955,0.0527173117562379,NA,"Input","CRSA","Out-of-Focus"
"vit_small_patch32_224_classification",-0.100191419158708,0.0337781687471114,"ImageNet1K","Input","CRSA","In-Focus"
"deit_base_patch16_224_classification",0.00313874420919749,0.0674955459428737,NA,"Input","CRSA","Out-of-Focus"
"ViT-B-CLIP_slip",-0.118154005467379,-0.19533357683695,NA,"Input","CRSA","Out-of-Focus"
"convit_base_classification",-0.161860271250166,-0.116681114659603,NA,"Input","CRSA","Out-of-Focus"
"poolformer_s36_classification",-0.129984408512873,0.146702521821069,NA,"Input","CRSA","Out-of-Focus"
"xcit_nano_12_p16_224_classification",-0.229326374844013,-0.122929548661576,NA,"Input","CRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Instrument_bit_expert",-0.159625633416957,0.0705327496343996,NA,"Input","CRSA","Out-of-Focus"
"ViT-L-CLIP_slip",-0.032540517625144,-0.17278461392551,NA,"Input","CRSA","Out-of-Focus"
"resmlp_big_24_224_in22ft1k_classification",-0.11307346610923,-0.0024237182853234,"ImageNet21K","Input","CRSA","In-Focus"
"pit_ti_224_classification",-0.0465984231279204,0.107385801593949,NA,"Input","CRSA","Out-of-Focus"
"swin_large_patch4_window7_224_in22k_classification",0.115174805562169,0.290801362166971,"ImageNet21K","Input","CRSA","In-Focus"
"resnet101_classification",0.0679590722413232,0.188973262234207,NA,"Input","CRSA","Out-of-Focus"
"vit_small_patch16_224_classification",-0.0498527245273026,0.0160329137217087,"ImageNet1K","Input","CRSA","In-Focus"
"convit_tiny_classification",-0.0334230939559245,0.113051791129196,NA,"Input","CRSA","Out-of-Focus"
"inception_v3_classification",-0.0719879428576666,0.0869564743299609,NA,"Input","CRSA","Out-of-Focus"
"RegNet-32Gf-SEER-INFT_seer",0.0565859640725559,0.18331569572886,NA,"Input","CRSA","Out-of-Focus"
"MiDaS_monoculardepth",0.17270812979395,0.281223648113937,NA,"Input","CRSA","Out-of-Focus"
"vit_large_patch16_224_in21k_classification",-0.156795869349716,0.0332113978883001,"ImageNet21K","Input","CRSA","In-Focus"
"RegNet-128Gf-SEER-INFT_seer",-0.00590222846872321,0.193885242585776,NA,"Input","CRSA","Out-of-Focus"
"ViT-L-CLIP-CC12M_slip",-0.174480586899095,-0.33043622256309,NA,"Input","CRSA","Out-of-Focus"
"ResNet50-MoCoV2-BS256_selfsupervised",-0.0431476995096239,-0.168267577506596,NA,"Input","CRSA","Out-of-Focus"
"alexnet_gn_ipcl_openimages",0.093495602516366,-0.144505560633276,"Objects","Input","CRSA","In-Focus"
"inpainting_taskonomy",0.415417920803459,0.0066243453061456,NA,"Input","CRSA","Out-of-Focus"
"BiT-Expert-ResNet-V2-Flower_bit_expert",-0.241636557745875,0.00416771700740423,NA,"Input","CRSA","Out-of-Focus"
"gmlp_s16_224_classification",-0.116317728166522,0.0902655903564837,NA,"Input","CRSA","Out-of-Focus"
"normal_taskonomy",0.386155443332931,0.110296397611729,NA,"Input","CRSA","Out-of-Focus"
"ResNet50-JigSaw-Goyal19_selfsupervised",0.0673668805550836,0.189182886546196,NA,"Input","CRSA","Out-of-Focus"
"cspresnet50_classification",-0.0831727883846915,0.0514770243361914,NA,"Input","CRSA","Out-of-Focus"
"class_scene_taskonomy",0.416209711829724,0.0187202742338387,NA,"Input","CRSA","Out-of-Focus"
"reshading_taskonomy",0.42048977176456,0.102330753816365,NA,"Input","CRSA","Out-of-Focus"
"resmlp_24_224_classification",-0.0309077271060267,0.0572949296352063,NA,"Input","CRSA","Out-of-Focus"
"swin_large_patch4_window7_224_classification",0.187109636673544,0.347476527554571,"ImageNet1K","Input","CRSA","In-Focus"
"jigsaw_taskonomy",0.570551124424412,-0.156602735159721,NA,"Input","CRSA","Out-of-Focus"
"convnext_large_classification",-0.0271680222992824,0.0113318066924013,"Convolutional","Architecture","WRSA","In-Focus"
"RegNet-64Gf-SEER-INFT_seer",-0.112780548784143,-0.00656706393921507,NA,"Architecture","WRSA","Out-of-Focus"
"ViT-B/32_clip",-0.119086174680402,-0.0546687358163028,NA,"Architecture","WRSA","Out-of-Focus"
"regnetx_064_classification",-0.102336867185954,-0.0184194883289002,"Convolutional","Architecture","WRSA","In-Focus"
"seresnext50_32x4d_classification",-0.129634922276387,-0.0218247767369538,"Convolutional","Architecture","WRSA","In-Focus"
"yolov5l_yolo",-0.063731619935337,-0.0166584887594958,NA,"Architecture","WRSA","Out-of-Focus"
"resnet152_classification",-0.0344256060903073,-0.00885190567844106,"Convolutional","Architecture","WRSA","In-Focus"
"visformer_small_classification",-0.0175460078354803,0.0189436040648946,"Transformer","Architecture","WRSA","In-Focus"
"mixer_l16_224_in21k_classification",-0.0834795238583897,-0.00564330031009782,NA,"Architecture","WRSA","Out-of-Focus"
"DPT_Hybrid_monoculardepth",0.00110442010220495,0.0167016316681361,NA,"Architecture","WRSA","Out-of-Focus"
