"model_string","metric","score","effective_dimensions","training"
"deit_base_patch16_224_classification","CRSA",0.309274833725458,290.979793749505,"ImageNet+"
"vit_small_patch16_224_classification","CRSA",0.310563242421843,117.740191768502,"ImageNet+"
"vit_base_patch16_224_in21k_classification","CRSA",0.312214392129989,23.9300541504776,"ImageNet+"
"ViT-L/14_clip","CRSA",0.314396265461297,77.0863136095469,"ImageNet+"
"crossvit_base_240_classification","CRSA",0.314788230776295,22.1759906986755,"ImageNet+"
"swin_tiny_patch4_window7_224_classification","CRSA",0.315281594122935,90.5959615887714,"ImageNet+"
"ViT-L-SLIP_slip","CRSA",0.315422153636622,47.0960918205351,"ImageNet+"
"vit_base_patch16_224_classification","CRSA",0.318719878774665,48.5542653689877,"ImageNet+"
"vit_small_patch16_224_in21k_classification","CRSA",0.319211953497736,90.9361929348098,"ImageNet+"
"jx_nest_tiny_classification","CRSA",0.319318911168437,186.29071167606,"ImageNet+"
"vit_large_patch16_224_classification","CRSA",0.31970548199914,440.905516064624,"ImageNet+"
"resnet101_classification","CRSA",0.321730457432903,73.8158673106278,"ImageNet+"
"swin_base_patch4_window7_224_in22k_classification","CRSA",0.322634180986898,155.284959799123,"ImageNet+"
"squeezenet1_0_classification","CRSA",0.322723104551099,7.47188121290707,"ImageNet+"
"coat_lite_tiny_classification","CRSA",0.322903124063489,134.663757443949,"ImageNet+"
"swin_large_patch4_window7_224_in22k_classification","CRSA",0.324342400438842,185.651684789892,"ImageNet+"
"resnet18_classification","CRSA",0.324664339591631,114.182238610512,"ImageNet+"
"ResNet50-ClusterFit-16K-RotNet_selfsupervised","CRSA",0.326249469829857,77.8605518347685,"ImageNet+"
"ViT-L-SimCLR_slip","CRSA",0.327152378902608,37.2377604629331,"ImageNet+"
"ResNet50-DeepClusterV2-2x224+6x96_selfsupervised","CRSA",0.329791786118654,61.3943629737579,"ImageNet+"
"convnext_base_in22k_classification","CRSA",0.329927807227396,157.695752724328,"ImageNet+"
"dino_vitb16_selfsupervised","CRSA",0.330507749181776,70.1039076284787,"ImageNet+"
"RegNet-128Gf-SEER_seer","CRSA",0.330694249834873,54.4226798025112,"ImageNet+"
"ViT-S-SLIP_slip","CRSA",0.331338539671069,63.7325943622077,"ImageNet+"
"xception_classification","CRSA",0.332479620839789,114.062717594731,"ImageNet+"
"RegNet-64Gf-SEER-INFT_seer","CRSA",0.33250550984887,10.7449719648924,"ImageNet+"
"BiT-Expert-ResNet-V2-Flower_bit_expert","CRSA",0.33381418080141,77.9242221138788,"ImageNet+"
"visformer_small_classification","CRSA",0.334100804761502,288.770991865977,"ImageNet+"
"vit_base_r50_s16_224_in21k_classification","CRSA",0.334441067885782,128.646819533416,"ImageNet+"
"ViT-B-SLIP_slip","CRSA",0.334595198955539,73.0911249069417,"ImageNet+"
"ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised","CRSA",0.337453781311998,47.7597142003638,"ImageNet+"
"alexnet_classification","CRSA",0.338324954990206,105.503764677463,"ImageNet+"
"ViT-S-SimCLR_slip","CRSA",0.339453470163235,35.8092212519667,"ImageNet+"
"ViT-B-SimCLR_slip","CRSA",0.341172802777631,37.0679258738159,"ImageNet+"
"RegNet-128Gf-SEER-INFT_seer","CRSA",0.341703498281458,191.675748921063,"ImageNet+"
"vgg16_classification","CRSA",0.341786478691858,28.5903399009462,"ImageNet+"
"convmixer_768_32_classification","CRSA",0.34240654411404,69.33132004995,"ImageNet+"
"gmixer_24_224_classification","CRSA",0.343638077749623,172.637612758299,"ImageNet+"
"convit_base_classification","CRSA",0.34505962631262,145.062221596872,"ImageNet+"
"RN50_clip","CRSA",0.345875571518963,61.1033321760216,"ImageNet+"
"resmlp_36_224_classification","CRSA",0.346077192820591,134.601191547965,"ImageNet+"
"BiT-Expert-ResNet-V2-Object_bit_expert","CRSA",0.348372138070172,149.674800294206,"ImageNet+"
"BiT-Expert-ResNet-V2-Bird_bit_expert","CRSA",0.348665674593437,76.6224775697608,"ImageNet+"
"resnet152_classification","CRSA",0.348755843158559,359.232227997073,"ImageNet+"
"mixer_b16_224_classification","CRSA",0.348874320187685,165.146780144771,"ImageNet+"
"ViT-B/32_clip","CRSA",0.349047116977608,57.9437876094621,"ImageNet+"
"keypoint_rcnn_R_50_FPN_3x_segmentation","CRSA",0.349293934695126,184.720074149267,"ImageNet+"
"BiT-Expert-ResNet-V2-Abstraction_bit_expert","CRSA",0.349655249718515,75.065944636278,"ImageNet+"
"BiT-Expert-ResNet-V2-Mammal_bit_expert","CRSA",0.349801222969057,149.682394329237,"ImageNet+"
"BiT-Expert-ResNet-V2-Vehicle_bit_expert","CRSA",0.350099594577561,161.124358918976,"ImageNet+"
"yolov5l_yolo","CRSA",0.350105683846968,130.432017345665,"ImageNet+"
"ViT-B/16_clip","CRSA",0.350411378306599,57.3874599942926,"ImageNet+"
"mixer_l16_224_classification","CRSA",0.350827997602639,137.007401278541,"ImageNet+"
"RegNet-64Gf-SEER_seer","CRSA",0.35123101888529,61.0533508618322,"ImageNet+"
"RegNet-32Gf-SEER_seer","CRSA",0.352421395952412,72.4143186186441,"ImageNet+"
"BiT-Expert-ResNet-V2-Instrument_bit_expert","CRSA",0.352846419702904,156.690480962087,"ImageNet+"
"convnext_large_in22k_classification","CRSA",0.353059432157135,115.658832127168,"ImageNet+"
"RN101_clip","CRSA",0.35317309169339,63.6126744565341,"ImageNet+"
"ResNet50-PIRL_selfsupervised","CRSA",0.354787522151078,53.0709620585814,"ImageNet+"
"skresnext50_32x4d_classification","CRSA",0.355387632629078,253.073725718555,"ImageNet+"
"BiT-Expert-ResNet-V2-Relation_bit_expert","CRSA",0.355761982308024,153.154237882224,"ImageNet+"
"BiT-Expert-ResNet-V2-Food_bit_expert","CRSA",0.355948333116041,106.207980895554,"ImageNet+"
"yolov5s_yolo","CRSA",0.356176820136808,80.1003907529361,"ImageNet+"
"BiT-Expert-ResNet-V2-Animal_bit_expert","CRSA",0.356768240635451,155.469165757647,"ImageNet+"
"shufflenet_v2_x1_0_classification","CRSA",0.357103687443078,105.228315547834,"ImageNet+"
"retinanet_R_50_FPN_3x_detection","CRSA",0.357217188086672,55.0888897119245,"ImageNet+"
"mobilenet_v2_classification","CRSA",0.357820482482453,57.9112056281614,"ImageNet+"
"dino_resnet50_selfsupervised","CRSA",0.358136871302894,86.4384710252687,"ImageNet+"
"dla34_classification","CRSA",0.358758579261343,119.122035968465,"ImageNet+"
"BiT-Expert-ResNet-V2-Arthropod_bit_expert","CRSA",0.36119397481086,155.45363925531,"ImageNet+"
"resmlp_big_24_224_classification","CRSA",0.361541200186061,140.867886576769,"ImageNet+"
"ResNet50-SimCLR_selfsupervised","CRSA",0.361619689289492,49.4157986441362,"ImageNet+"
"RegNet-32Gf-SEER-INFT_seer","CRSA",0.361970473708285,158.86010302822,"ImageNet+"
"mask_rcnn_R_50_FPN_3x_segmentation","CRSA",0.3633896697386,92.7284894786623,"ImageNet+"
"xcit_nano_12_p8_224_classification","CRSA",0.363516807787596,42.0373358208391,"ImageNet+"
"poolformer_s36_classification","CRSA",0.3636489765994,114.768362682983,"ImageNet+"
"vit_base_patch32_224_in21k_classification","CRSA",0.364406970599356,23.6182204043492,"ImageNet+"
"resmlp_12_224_classification","CRSA",0.364914539892309,238.023314646989,"ImageNet+"
"ResNet50-BarlowTwins-BS2048_selfsupervised","CRSA",0.36704799817766,6.53615673250734,"ImageNet+"
"resmlp_24_224_classification","CRSA",0.368411515940519,102.010476817925,"ImageNet+"
"densenet121_classification","CRSA",0.368812779436822,217.626975237227,"ImageNet+"
"mnasnet1_0_classification","CRSA",0.368975838905901,189.478930231302,"ImageNet+"
"yolov5m_yolo","CRSA",0.370379541308488,58.4873102472909,"ImageNet+"
"faster_rcnn_R_50_FPN_3x_detection","CRSA",0.370387426849006,62.315079924707,"ImageNet+"
"regnety_064_classification","CRSA",0.372330858512492,27.7816180425113,"ImageNet+"
"googlenet_classification","CRSA",0.376684864851218,152.761070907754,"ImageNet+"
"resnet50_classification","CRSA",0.378881404661809,112.128232427673,"ImageNet+"
"seresnext50_32x4d_classification","CRSA",0.383631520019587,12.4839420986166,"ImageNet+"
"vit_base_patch32_224_classification","CRSA",0.385180952115794,162.179566041568,"ImageNet+"
"xcit_nano_12_p16_224_classification","CRSA",0.392453915336771,61.3663761832519,"ImageNet+"
"pit_ti_224_classification","CRSA",0.394388362950118,170.064736864798,"ImageNet+"
"resmlp_big_24_224_in22ft1k_classification","CRSA",0.394690777150952,155.081811817877,"ImageNet+"
"ghostnet_100_classification","CRSA",0.398520091000847,14.7969297648447,"ImageNet+"
"cspresnet50_classification","CRSA",0.399676758956653,60.8790883350171,"ImageNet+"
"nf_resnet50_classification","CRSA",0.400664952115988,50.3830090708515,"ImageNet+"
"eca_nfnet_l0_classification","CRSA",0.400956167547613,125.572173197564,"ImageNet+"
