"architecture","contrast","metric","subj_id","score","rank","display_name"
"vit_large_patch16_224","Transformer","wrsa","7",0.591773610165468,6,"ViT-L-P16"
"vit_small_patch16_224","Transformer","wrsa","1",0.630399841347811,5,"ViT-S-P16"
"vit_small_patch16_224","Transformer","wrsa","7",0.582242142794471,5,"ViT-S-P16"
"vit_small_patch16_224","Transformer","wrsa","2",0.659211705716109,5,"ViT-S-P16"
"vit_small_patch16_224","Transformer","wrsa","5",0.717330963340744,5,"ViT-S-P16"
"vit_small_patch32_224","Transformer","wrsa","7",0.589933940176613,3,"ViT-S-P32"
"vit_small_patch32_224","Transformer","wrsa","1",0.638609901108281,3,"ViT-S-P32"
"vit_small_patch32_224","Transformer","wrsa","2",0.650489707913569,3,"ViT-S-P32"
"vit_small_patch32_224","Transformer","wrsa","5",0.674445943818276,3,"ViT-S-P32"
"vit_tiny_patch16_224","Transformer","wrsa","7",0.524336484845133,1,"ViT-T-P16"
"vit_tiny_patch16_224","Transformer","wrsa","1",0.58069277329394,1,"ViT-T-P16"
"vit_tiny_patch16_224","Transformer","wrsa","2",0.602735943811875,1,"ViT-T-P16"
"vit_tiny_patch16_224","Transformer","wrsa","5",0.651758392355639,1,"ViT-T-P16"
"xception","CNN","wrsa","5",0.707376356994679,6,"XCeption"
"xception","CNN","wrsa","7",0.604935272338973,6,"XCeption"
"xception","CNN","wrsa","1",0.659977595425862,6,"XCeption"
"xception","CNN","wrsa","2",0.673388495084197,6,"XCeption"
"xcit_nano_12_p16_224","Transformer","wrsa","1",0.661555025502598,17,"XCIT-N-12-P16"
"xcit_nano_12_p16_224","Transformer","wrsa","2",0.704431820873489,17,"XCIT-N-12-P16"
"xcit_nano_12_p16_224","Transformer","wrsa","5",0.751927296275693,17,"XCIT-N-12-P16"
"xcit_nano_12_p16_224","Transformer","wrsa","7",0.6207169632909,17,"XCIT-N-12-P16"
"xcit_nano_12_p8_224","Transformer","wrsa","5",0.760117371082177,21,"XCIT-N-12-P8"
"xcit_nano_12_p8_224","Transformer","wrsa","1",0.684522010092582,21,"XCIT-N-12-P8"
"xcit_nano_12_p8_224","Transformer","wrsa","2",0.712097822064637,21,"XCIT-N-12-P8"
"xcit_nano_12_p8_224","Transformer","wrsa","7",0.630020743631997,21,"XCIT-N-12-P8"
