"model_string","training","depth_bin","metric","score"
"densenet121_random","Untrained",0.7,"cRSA",0.046385605985016
"densenet121_random","Untrained",0.7,"veRSA",0.109454056922629
"densenet121_random","Untrained",0.75,"cRSA",0.0452452849483126
"densenet121_random","Untrained",0.75,"veRSA",0.11236840448893
"densenet121_random","Untrained",0.8,"cRSA",0.0435666223121258
"densenet121_random","Untrained",0.8,"veRSA",0.11565714298009
"densenet121_random","Untrained",0.85,"cRSA",0.0435613676354607
"densenet121_random","Untrained",0.85,"veRSA",0.117726800846495
"densenet121_random","Untrained",0.9,"cRSA",0.0435438429465345
"densenet121_random","Untrained",0.9,"veRSA",0.118568202506492
"densenet121_random","Untrained",0.95,"cRSA",0.0431765845099456
"densenet121_random","Untrained",0.95,"veRSA",0.117829073050366
"densenet121_random","Untrained",1,"cRSA",0.0434098212378729
"densenet121_random","Untrained",1,"veRSA",0.120005281769057
"dla34_classification","Trained",0.55,"cRSA",0.164741699909537
"dla34_classification","Trained",0.55,"veRSA",0.446692382235692
"dla34_classification","Trained",0.6,"cRSA",0.208738453198581
"dla34_classification","Trained",0.6,"veRSA",0.488957851977228
"dla34_classification","Trained",0.65,"cRSA",0.226282757311778
"dla34_classification","Trained",0.65,"veRSA",0.533542862759448
"dla34_classification","Trained",0.7,"cRSA",0.252252410882986
"dla34_classification","Trained",0.7,"veRSA",0.592958645791877
"dla34_classification","Trained",0.75,"cRSA",0.27825174415972
"dla34_classification","Trained",0.75,"veRSA",0.62334650780687
"dla34_classification","Trained",0.8,"cRSA",0.268407186656264
"dla34_classification","Trained",0.8,"veRSA",0.594942965452787
"dla34_classification","Trained",0.85,"cRSA",0.260459554697044
"dla34_classification","Trained",0.85,"veRSA",0.586264280671269
"dla34_classification","Trained",0.9,"cRSA",0.326327623558462
"dla34_classification","Trained",0.9,"veRSA",0.654423561352433
"dla34_classification","Trained",0.95,"cRSA",0.304909372002762
"dla34_classification","Trained",0.95,"veRSA",0.63383106380707
"dla34_classification","Trained",1,"cRSA",0.293304460414551
"dla34_classification","Trained",1,"veRSA",0.484475407369859
"dla34_random","Untrained",0.55,"cRSA",0.0163966022673659
"dla34_random","Untrained",0.55,"veRSA",0.116318725228068
"dla34_random","Untrained",0.6,"cRSA",0.015671125499853
"dla34_random","Untrained",0.6,"veRSA",0.110491356242505
"dla34_random","Untrained",0.65,"cRSA",0.0159867660696679
"dla34_random","Untrained",0.65,"veRSA",0.11384834974139
"dla34_random","Untrained",0.7,"cRSA",0.0151004192650342
"dla34_random","Untrained",0.7,"veRSA",0.111991048461527
"dla34_random","Untrained",0.75,"cRSA",0.0151278765816348
"dla34_random","Untrained",0.75,"veRSA",0.109090836055833
"dla34_random","Untrained",0.8,"cRSA",0.0144476537008609
"dla34_random","Untrained",0.8,"veRSA",0.100875549598088
"dla34_random","Untrained",0.85,"cRSA",0.014442418752109
"dla34_random","Untrained",0.85,"veRSA",0.113455329520365
"dla34_random","Untrained",0.9,"cRSA",0.0145617547028661
"dla34_random","Untrained",0.9,"veRSA",0.101200788458573
"dla34_random","Untrained",0.95,"cRSA",0.0149723086173465
"dla34_random","Untrained",0.95,"veRSA",0.111470053472335
"dla34_random","Untrained",1,"cRSA",0.0111700809863372
"dla34_random","Untrained",1,"veRSA",0.0238290894928309
"eca_nfnet_l0_classification","Trained",0.55,"cRSA",0.296332940538554
"eca_nfnet_l0_classification","Trained",0.55,"veRSA",0.639954730599397
"eca_nfnet_l0_classification","Trained",0.6,"cRSA",0.308129959650984
"eca_nfnet_l0_classification","Trained",0.6,"veRSA",0.656806237250127
"eca_nfnet_l0_classification","Trained",0.65,"cRSA",0.254457369969609
"eca_nfnet_l0_classification","Trained",0.65,"veRSA",0.663823975645292
"eca_nfnet_l0_classification","Trained",0.7,"cRSA",0.273437759304758
"eca_nfnet_l0_classification","Trained",0.7,"veRSA",0.647101067642738
"eca_nfnet_l0_classification","Trained",0.75,"cRSA",0.242190886786517
"eca_nfnet_l0_classification","Trained",0.75,"veRSA",0.61810739140497
"eca_nfnet_l0_classification","Trained",0.8,"cRSA",0.321143889901713
"eca_nfnet_l0_classification","Trained",0.8,"veRSA",0.673179561612721
"eca_nfnet_l0_classification","Trained",0.85,"cRSA",0.287619279975069
"eca_nfnet_l0_classification","Trained",0.85,"veRSA",0.659052623741942
"eca_nfnet_l0_classification","Trained",0.9,"cRSA",0.258738424777698
"eca_nfnet_l0_classification","Trained",0.9,"veRSA",0.65373875934341
"eca_nfnet_l0_classification","Trained",0.95,"cRSA",0.12992765353152
"eca_nfnet_l0_classification","Trained",0.95,"veRSA",0.59666417198141
"eca_nfnet_l0_classification","Trained",1,"cRSA",0.224528483063655
"eca_nfnet_l0_classification","Trained",1,"veRSA",0.616794792798066
"eca_nfnet_l0_random","Untrained",0.55,"cRSA",0.0600634661056289
"eca_nfnet_l0_random","Untrained",0.55,"veRSA",0.0482279415936296
"eca_nfnet_l0_random","Untrained",0.6,"cRSA",0.0655213809351965
"eca_nfnet_l0_random","Untrained",0.6,"veRSA",0.0529051393118718
"eca_nfnet_l0_random","Untrained",0.65,"cRSA",0.0640692388691667
"eca_nfnet_l0_random","Untrained",0.65,"veRSA",0.0475711325209288
"eca_nfnet_l0_random","Untrained",0.7,"cRSA",0.0667960027347802
"eca_nfnet_l0_random","Untrained",0.7,"veRSA",0.0503910541235762
"eca_nfnet_l0_random","Untrained",0.75,"cRSA",0.06489070818735
"eca_nfnet_l0_random","Untrained",0.75,"veRSA",0.0510694828553337
"eca_nfnet_l0_random","Untrained",0.8,"cRSA",0.0635629323301755
"eca_nfnet_l0_random","Untrained",0.8,"veRSA",0.0431936986707939
"eca_nfnet_l0_random","Untrained",0.85,"cRSA",0.0632810475913722
"eca_nfnet_l0_random","Untrained",0.85,"veRSA",0.0396272441190704
"eca_nfnet_l0_random","Untrained",0.9,"cRSA",0.0672478000544655
"eca_nfnet_l0_random","Untrained",0.9,"veRSA",0.0484575784065872
"eca_nfnet_l0_random","Untrained",0.95,"cRSA",0.0602600055093601
"eca_nfnet_l0_random","Untrained",0.95,"veRSA",0.0361588790943909
"eca_nfnet_l0_random","Untrained",1,"cRSA",0.0580576009560966
"eca_nfnet_l0_random","Untrained",1,"veRSA",0.0826660251282953
"efficientnet_b1_classification","Trained",0.55,"cRSA",0.179641918043434
"efficientnet_b1_classification","Trained",0.55,"veRSA",0.428274676363881
"efficientnet_b1_classification","Trained",0.6,"cRSA",0.225051385395567
"efficientnet_b1_classification","Trained",0.6,"veRSA",0.518587531888666
"efficientnet_b1_classification","Trained",0.65,"cRSA",0.24597221037025
"efficientnet_b1_classification","Trained",0.65,"veRSA",0.534409540640284
"efficientnet_b1_classification","Trained",0.7,"cRSA",0.267667245839594
"efficientnet_b1_classification","Trained",0.7,"veRSA",0.553927805759261
"efficientnet_b1_classification","Trained",0.75,"cRSA",0.287168223732827
"efficientnet_b1_classification","Trained",0.75,"veRSA",0.609759054182819
"efficientnet_b1_classification","Trained",0.8,"cRSA",0.311139806389463
"efficientnet_b1_classification","Trained",0.8,"veRSA",0.638958295270087
"efficientnet_b1_classification","Trained",0.85,"cRSA",0.306216029655227
"efficientnet_b1_classification","Trained",0.85,"veRSA",0.651364924511983
"efficientnet_b1_classification","Trained",0.9,"cRSA",0.274727299887121
"efficientnet_b1_classification","Trained",0.9,"veRSA",0.630237648091942
"efficientnet_b1_classification","Trained",0.95,"cRSA",0.260758773472584
"efficientnet_b1_classification","Trained",0.95,"veRSA",0.651034371260377
"efficientnet_b1_classification","Trained",1,"cRSA",0.18652725973396
"efficientnet_b1_classification","Trained",1,"veRSA",0.562324497867029
"efficientnet_b1_random","Untrained",0.55,"cRSA",0.0405285933257992
"efficientnet_b1_random","Untrained",0.55,"veRSA",0.0851311444317533
"efficientnet_b1_random","Untrained",0.6,"cRSA",0.0410050893843913
"efficientnet_b1_random","Untrained",0.6,"veRSA",0.0834995251331082
"efficientnet_b1_random","Untrained",0.65,"cRSA",0.043433114860349
"efficientnet_b1_random","Untrained",0.65,"veRSA",0.0816093787594722
"efficientnet_b1_random","Untrained",0.7,"cRSA",0.0436635618613492
"efficientnet_b1_random","Untrained",0.7,"veRSA",0.0866056088204413
"efficientnet_b1_random","Untrained",0.75,"cRSA",0.0418014616484414
"efficientnet_b1_random","Untrained",0.75,"veRSA",0.0811874088408519
"efficientnet_b1_random","Untrained",0.8,"cRSA",0.0446235831609887
"efficientnet_b1_random","Untrained",0.8,"veRSA",0.0711986010566748
"efficientnet_b1_random","Untrained",0.85,"cRSA",0.0437953224449859
"efficientnet_b1_random","Untrained",0.85,"veRSA",0.0642090628521859
"efficientnet_b1_random","Untrained",0.9,"cRSA",0.0466852928736176
"efficientnet_b1_random","Untrained",0.9,"veRSA",0.06636755101997
"efficientnet_b1_random","Untrained",0.95,"cRSA",0.041738800897527
"efficientnet_b1_random","Untrained",0.95,"veRSA",0.0646814520533148
"efficientnet_b1_random","Untrained",1,"cRSA",0.0422597703792507
"efficientnet_b1_random","Untrained",1,"veRSA",0.0649159104563087
"efficientnet_b3_classification","Trained",0.55,"cRSA",0.180392152079066
"efficientnet_b3_classification","Trained",0.55,"veRSA",0.42277468010655
"efficientnet_b3_classification","Trained",0.6,"cRSA",0.206562318306486
"efficientnet_b3_classification","Trained",0.6,"veRSA",0.501907049526911
"efficientnet_b3_classification","Trained",0.65,"cRSA",0.211237954256819
"efficientnet_b3_classification","Trained",0.65,"veRSA",0.508427599152852
"efficientnet_b3_classification","Trained",0.7,"cRSA",0.189064746631716
"efficientnet_b3_classification","Trained",0.7,"veRSA",0.512561319449336
"efficientnet_b3_classification","Trained",0.75,"cRSA",0.261460678242916
"efficientnet_b3_classification","Trained",0.75,"veRSA",0.589520255285655
"efficientnet_b3_classification","Trained",0.8,"cRSA",0.279204829371509
"efficientnet_b3_classification","Trained",0.8,"veRSA",0.635527344406542
"efficientnet_b3_classification","Trained",0.85,"cRSA",0.304796970317496
"efficientnet_b3_classification","Trained",0.85,"veRSA",0.655320621776032
"efficientnet_b3_classification","Trained",0.9,"cRSA",0.298176566976417
"efficientnet_b3_classification","Trained",0.9,"veRSA",0.651822404588022
"efficientnet_b3_classification","Trained",0.95,"cRSA",0.261389258618592
"efficientnet_b3_classification","Trained",0.95,"veRSA",0.649973337933919
"efficientnet_b3_classification","Trained",1,"cRSA",0.205648342435484
"efficientnet_b3_classification","Trained",1,"veRSA",0.59417467458959
"efficientnet_b3_random","Untrained",0.55,"cRSA",0.0626238492940729
"efficientnet_b3_random","Untrained",0.55,"veRSA",0.0893584214064671
"efficientnet_b3_random","Untrained",0.6,"cRSA",0.0664702250991375
"efficientnet_b3_random","Untrained",0.6,"veRSA",0.0815324972435268
"efficientnet_b3_random","Untrained",0.65,"cRSA",0.072326217445442
"efficientnet_b3_random","Untrained",0.65,"veRSA",0.0823802465468219
"efficientnet_b3_random","Untrained",0.7,"cRSA",0.0687977906685573
"efficientnet_b3_random","Untrained",0.7,"veRSA",0.0847332508692351
"efficientnet_b3_random","Untrained",0.75,"cRSA",0.071607263441962
"efficientnet_b3_random","Untrained",0.75,"veRSA",0.0770383294633295
"efficientnet_b3_random","Untrained",0.8,"cRSA",0.0767345168314692
"efficientnet_b3_random","Untrained",0.8,"veRSA",0.0725282263809308
"efficientnet_b3_random","Untrained",0.85,"cRSA",0.0736168809969964
"efficientnet_b3_random","Untrained",0.85,"veRSA",0.0768915769825241
"efficientnet_b3_random","Untrained",0.9,"cRSA",0.071742453764385
"efficientnet_b3_random","Untrained",0.9,"veRSA",0.0756718249726022
"efficientnet_b3_random","Untrained",0.95,"cRSA",0.0711000017618843
"efficientnet_b3_random","Untrained",0.95,"veRSA",0.0730176491765684
"efficientnet_b3_random","Untrained",1,"cRSA",0.071044271036905
"efficientnet_b3_random","Untrained",1,"veRSA",0.0675466078356887
"ghostnet_100_classification","Trained",0.55,"cRSA",0.162377395725196
"ghostnet_100_classification","Trained",0.55,"veRSA",0.39350623612261
"ghostnet_100_classification","Trained",0.6,"cRSA",0.182907234060621
"ghostnet_100_classification","Trained",0.6,"veRSA",0.424316824097956
"ghostnet_100_classification","Trained",0.65,"cRSA",0.218161069994191
"ghostnet_100_classification","Trained",0.65,"veRSA",0.495285163909975
"ghostnet_100_classification","Trained",0.7,"cRSA",0.220103732746389
"ghostnet_100_classification","Trained",0.7,"veRSA",0.504375969332743
"ghostnet_100_classification","Trained",0.75,"cRSA",0.262257492052833
"ghostnet_100_classification","Trained",0.75,"veRSA",0.575245773267226
"ghostnet_100_classification","Trained",0.8,"cRSA",0.26341187829624
"ghostnet_100_classification","Trained",0.8,"veRSA",0.5933823580768
"ghostnet_100_classification","Trained",0.85,"cRSA",0.335669562462085
"ghostnet_100_classification","Trained",0.85,"veRSA",0.6456256133102
"ghostnet_100_classification","Trained",0.9,"cRSA",0.238682606814404
"ghostnet_100_classification","Trained",0.9,"veRSA",0.590735396036085
"ghostnet_100_classification","Trained",0.95,"cRSA",0.296529854307881
"ghostnet_100_classification","Trained",0.95,"veRSA",0.623962606759241
"ghostnet_100_classification","Trained",1,"cRSA",0.300930335376913
"ghostnet_100_classification","Trained",1,"veRSA",0.619713263922312
"ghostnet_100_random","Untrained",0.55,"cRSA",0.0255122618131684
"ghostnet_100_random","Untrained",0.55,"veRSA",0.0688615550037286
"ghostnet_100_random","Untrained",0.6,"cRSA",0.0248923606087519
"ghostnet_100_random","Untrained",0.6,"veRSA",0.0599791749623353
"ghostnet_100_random","Untrained",0.65,"cRSA",0.0208982306315714
"ghostnet_100_random","Untrained",0.65,"veRSA",0.0810327047840113
"ghostnet_100_random","Untrained",0.7,"cRSA",0.0225820148207657
"ghostnet_100_random","Untrained",0.7,"veRSA",0.0697515223386629
"ghostnet_100_random","Untrained",0.75,"cRSA",0.0254335256919548
"ghostnet_100_random","Untrained",0.75,"veRSA",0.0532147571332258
"ghostnet_100_random","Untrained",0.8,"cRSA",0.0285734211392822
"ghostnet_100_random","Untrained",0.8,"veRSA",0.0615324369896158
"ghostnet_100_random","Untrained",0.85,"cRSA",0.0191205449544309
"ghostnet_100_random","Untrained",0.85,"veRSA",0.0624234547465483
"ghostnet_100_random","Untrained",0.9,"cRSA",0.0279868180177026
"ghostnet_100_random","Untrained",0.9,"veRSA",0.0572366497101302
"ghostnet_100_random","Untrained",0.95,"cRSA",0.0202042620772973
"ghostnet_100_random","Untrained",0.95,"veRSA",0.070363825707151
"ghostnet_100_random","Untrained",1,"cRSA",0.0157905289268775
"ghostnet_100_random","Untrained",1,"veRSA",0.0489832805284237
"gmixer_24_224_classification","Trained",0.55,"cRSA",0.192017554621287
"gmixer_24_224_classification","Trained",0.55,"veRSA",0.550656968811053
"gmixer_24_224_classification","Trained",0.6,"cRSA",0.211811911597103
"gmixer_24_224_classification","Trained",0.6,"veRSA",0.575014353241431
"gmixer_24_224_classification","Trained",0.65,"cRSA",0.192467874424409
"gmixer_24_224_classification","Trained",0.65,"veRSA",0.571592596505256
"gmixer_24_224_classification","Trained",0.7,"cRSA",0.174442867031414
"gmixer_24_224_classification","Trained",0.7,"veRSA",0.600484690778165
"gmixer_24_224_classification","Trained",0.75,"cRSA",0.220985930113981
"gmixer_24_224_classification","Trained",0.75,"veRSA",0.641638746896965
"gmixer_24_224_classification","Trained",0.8,"cRSA",0.234318612456923
"gmixer_24_224_classification","Trained",0.8,"veRSA",0.662559169398262
"gmixer_24_224_classification","Trained",0.85,"cRSA",0.251828549224716
"gmixer_24_224_classification","Trained",0.85,"veRSA",0.664194003541214
"gmixer_24_224_classification","Trained",0.9,"cRSA",0.266536522294705
"gmixer_24_224_classification","Trained",0.9,"veRSA",0.668574745590187
"gmixer_24_224_classification","Trained",0.95,"cRSA",0.172606701696036
"gmixer_24_224_classification","Trained",0.95,"veRSA",0.654526610614812
"gmixer_24_224_classification","Trained",1,"cRSA",0.150005041745974
"gmixer_24_224_classification","Trained",1,"veRSA",0.618765545389647
"gmixer_24_224_random","Untrained",0.55,"cRSA",0.0694213591873706
"gmixer_24_224_random","Untrained",0.55,"veRSA",0.0746107749259937
"gmixer_24_224_random","Untrained",0.6,"cRSA",0.0694344140915633
"gmixer_24_224_random","Untrained",0.6,"veRSA",0.0730539481441522
"gmixer_24_224_random","Untrained",0.65,"cRSA",0.0699605495200641
"gmixer_24_224_random","Untrained",0.65,"veRSA",0.0709567905108746
"gmixer_24_224_random","Untrained",0.7,"cRSA",0.0713340676377935
"gmixer_24_224_random","Untrained",0.7,"veRSA",0.0705265231258601
"gmixer_24_224_random","Untrained",0.75,"cRSA",0.0703840935037249
"gmixer_24_224_random","Untrained",0.75,"veRSA",0.06984405901247
"gmixer_24_224_random","Untrained",0.8,"cRSA",0.0694248910921709
"gmixer_24_224_random","Untrained",0.8,"veRSA",0.0698998811934807
"gmixer_24_224_random","Untrained",0.85,"cRSA",0.0692853798616756
"gmixer_24_224_random","Untrained",0.85,"veRSA",0.069955775490349
"gmixer_24_224_random","Untrained",0.9,"cRSA",0.0700518181394075
"gmixer_24_224_random","Untrained",0.9,"veRSA",0.0703041697825343
"gmixer_24_224_random","Untrained",0.95,"cRSA",0.0706300286106803
"gmixer_24_224_random","Untrained",0.95,"veRSA",0.0702930812965311
"gmixer_24_224_random","Untrained",1,"cRSA",0.0703368220517699
"gmixer_24_224_random","Untrained",1,"veRSA",0.0705980534581596
"gmlp_s16_224_classification","Trained",0.55,"cRSA",0.241021679899628
"gmlp_s16_224_classification","Trained",0.55,"veRSA",0.58891969025549
"gmlp_s16_224_classification","Trained",0.6,"cRSA",0.275525004971833
"gmlp_s16_224_classification","Trained",0.6,"veRSA",0.631292353041445
"gmlp_s16_224_classification","Trained",0.65,"cRSA",0.295720860549921
"gmlp_s16_224_classification","Trained",0.65,"veRSA",0.642930994059727
"gmlp_s16_224_classification","Trained",0.7,"cRSA",0.290585020251709
"gmlp_s16_224_classification","Trained",0.7,"veRSA",0.661910259090135
"gmlp_s16_224_classification","Trained",0.75,"cRSA",0.313764941356938
"gmlp_s16_224_classification","Trained",0.75,"veRSA",0.674229080743798
"gmlp_s16_224_classification","Trained",0.8,"cRSA",0.302606048933618
"gmlp_s16_224_classification","Trained",0.8,"veRSA",0.666884918120044
"gmlp_s16_224_classification","Trained",0.85,"cRSA",0.297096714954189
"gmlp_s16_224_classification","Trained",0.85,"veRSA",0.663116359335962
"gmlp_s16_224_classification","Trained",0.9,"cRSA",0.278583618982866
"gmlp_s16_224_classification","Trained",0.9,"veRSA",0.669580950493156
"gmlp_s16_224_classification","Trained",0.95,"cRSA",0.20397644231092
"gmlp_s16_224_classification","Trained",0.95,"veRSA",0.63439571531129
"gmlp_s16_224_classification","Trained",1,"cRSA",0.162802703356417
"gmlp_s16_224_classification","Trained",1,"veRSA",0.615820778279856
"gmlp_s16_224_random","Untrained",0.55,"cRSA",0.0628563481510156
"gmlp_s16_224_random","Untrained",0.55,"veRSA",0.106854940327387
"gmlp_s16_224_random","Untrained",0.6,"cRSA",0.0636914172721143
"gmlp_s16_224_random","Untrained",0.6,"veRSA",0.103305630467206
"gmlp_s16_224_random","Untrained",0.65,"cRSA",0.0635769560298912
"gmlp_s16_224_random","Untrained",0.65,"veRSA",0.10570189650742
"gmlp_s16_224_random","Untrained",0.7,"cRSA",0.0637507377307228
"gmlp_s16_224_random","Untrained",0.7,"veRSA",0.103468797409611
"gmlp_s16_224_random","Untrained",0.75,"cRSA",0.064121024433282
"gmlp_s16_224_random","Untrained",0.75,"veRSA",0.106876841034134
"gmlp_s16_224_random","Untrained",0.8,"cRSA",0.0626812930007003
"gmlp_s16_224_random","Untrained",0.8,"veRSA",0.105131007121343
"gmlp_s16_224_random","Untrained",0.85,"cRSA",0.0628884439076326
"gmlp_s16_224_random","Untrained",0.85,"veRSA",0.10597653390117
"gmlp_s16_224_random","Untrained",0.9,"cRSA",0.0643444507668151
"gmlp_s16_224_random","Untrained",0.9,"veRSA",0.104155366295963
"gmlp_s16_224_random","Untrained",0.95,"cRSA",0.0639341704390844
"gmlp_s16_224_random","Untrained",0.95,"veRSA",0.1042477062647
"gmlp_s16_224_random","Untrained",1,"cRSA",0.0645119757853296
"gmlp_s16_224_random","Untrained",1,"veRSA",0.105424372820286
"googlenet_classification","Trained",0.55,"cRSA",0.151012215918503
"googlenet_classification","Trained",0.55,"veRSA",0.406021584789667
"googlenet_classification","Trained",0.6,"cRSA",0.201987280203779
"googlenet_classification","Trained",0.6,"veRSA",0.535699129788069
"googlenet_classification","Trained",0.65,"cRSA",0.186947756352402
"googlenet_classification","Trained",0.65,"veRSA",0.476798296525162
"googlenet_classification","Trained",0.7,"cRSA",0.225928740059125
"googlenet_classification","Trained",0.7,"veRSA",0.548612466345765
"googlenet_classification","Trained",0.75,"cRSA",0.206230824573824
"googlenet_classification","Trained",0.75,"veRSA",0.543198562135005
"googlenet_classification","Trained",0.8,"cRSA",0.277933911564279
"googlenet_classification","Trained",0.8,"veRSA",0.611277176109701
"googlenet_classification","Trained",0.85,"cRSA",0.25070207347472
"googlenet_classification","Trained",0.85,"veRSA",0.604468399289389
"googlenet_classification","Trained",0.9,"cRSA",0.273201278879768
"googlenet_classification","Trained",0.9,"veRSA",0.623952555500887
"googlenet_classification","Trained",0.95,"cRSA",0.147065180339053
"googlenet_classification","Trained",0.95,"veRSA",0.518231046264991
"googlenet_classification","Trained",1,"cRSA",0.247164598497667
"googlenet_classification","Trained",1,"veRSA",0.545678943261824
"googlenet_random","Untrained",0.55,"cRSA",0.0463503904264007
"googlenet_random","Untrained",0.55,"veRSA",0.147908866566455
"googlenet_random","Untrained",0.6,"cRSA",0.0476898592780414
"googlenet_random","Untrained",0.6,"veRSA",0.163022701982177
"googlenet_random","Untrained",0.65,"cRSA",0.0518802035879432
"googlenet_random","Untrained",0.65,"veRSA",0.159164926751753
"googlenet_random","Untrained",0.7,"cRSA",0.0447493457149121
"googlenet_random","Untrained",0.7,"veRSA",0.160550423927221
"googlenet_random","Untrained",0.75,"cRSA",0.0394685503704808
"googlenet_random","Untrained",0.75,"veRSA",0.139177453198814
"googlenet_random","Untrained",0.8,"cRSA",0.0450987344528007
"googlenet_random","Untrained",0.8,"veRSA",0.15877082670368
"googlenet_random","Untrained",0.85,"cRSA",0.0455641317280813
"googlenet_random","Untrained",0.85,"veRSA",0.141949686532406
"googlenet_random","Untrained",0.9,"cRSA",0.0424441810042766
"googlenet_random","Untrained",0.9,"veRSA",0.153803031508635
"googlenet_random","Untrained",0.95,"cRSA",0.0447376632960514
"googlenet_random","Untrained",0.95,"veRSA",0.147551488547649
"googlenet_random","Untrained",1,"cRSA",0.040794597976045
"googlenet_random","Untrained",1,"veRSA",0.149120168762095
"hardcorenas_a_classification","Trained",0.55,"cRSA",0.135349579544456
"hardcorenas_a_classification","Trained",0.55,"veRSA",0.425258273048293
"hardcorenas_a_classification","Trained",0.6,"cRSA",0.193621228174492
"hardcorenas_a_classification","Trained",0.6,"veRSA",0.443366802291226
"hardcorenas_a_classification","Trained",0.65,"cRSA",0.18544867458967
"hardcorenas_a_classification","Trained",0.65,"veRSA",0.487371968937758
"hardcorenas_a_classification","Trained",0.7,"cRSA",0.216965480488535
"hardcorenas_a_classification","Trained",0.7,"veRSA",0.513682944397594
"hardcorenas_a_classification","Trained",0.75,"cRSA",0.292545975543506
"hardcorenas_a_classification","Trained",0.75,"veRSA",0.611057846063299
"hardcorenas_a_classification","Trained",0.8,"cRSA",0.238466355929498
"hardcorenas_a_classification","Trained",0.8,"veRSA",0.582462723050473
"hardcorenas_a_classification","Trained",0.85,"cRSA",0.331497454586377
"hardcorenas_a_classification","Trained",0.85,"veRSA",0.645500697707257
"hardcorenas_a_classification","Trained",0.9,"cRSA",0.332159626557738
"hardcorenas_a_classification","Trained",0.9,"veRSA",0.671218748928772
"hardcorenas_a_classification","Trained",0.95,"cRSA",0.293679855509258
"hardcorenas_a_classification","Trained",0.95,"veRSA",0.656196079473194
"hardcorenas_a_classification","Trained",1,"cRSA",0.322336491740168
"hardcorenas_a_classification","Trained",1,"veRSA",0.654475490319101
"hardcorenas_a_random","Untrained",0.55,"cRSA",0.0192671435460267
"hardcorenas_a_random","Untrained",0.55,"veRSA",0.104926374190566
"hardcorenas_a_random","Untrained",0.6,"cRSA",0.0259652546947157
"hardcorenas_a_random","Untrained",0.6,"veRSA",0.0782328093759873
"hardcorenas_a_random","Untrained",0.65,"cRSA",0.0203736962762912
"hardcorenas_a_random","Untrained",0.65,"veRSA",0.086887778755148
"hardcorenas_a_random","Untrained",0.7,"cRSA",0.0272633304266359
"hardcorenas_a_random","Untrained",0.7,"veRSA",0.0724133603508839
"hardcorenas_a_random","Untrained",0.75,"cRSA",0.0225327653152418
"hardcorenas_a_random","Untrained",0.75,"veRSA",0.0878623479052768
"hardcorenas_a_random","Untrained",0.8,"cRSA",0.0279389037065639
"hardcorenas_a_random","Untrained",0.8,"veRSA",0.0714418714035541
"hardcorenas_a_random","Untrained",0.85,"cRSA",0.0251472042850994
"hardcorenas_a_random","Untrained",0.85,"veRSA",0.0692716564992832
"hardcorenas_a_random","Untrained",0.9,"cRSA",0.0281081136017555
"hardcorenas_a_random","Untrained",0.9,"veRSA",0.0666696063782885
"hardcorenas_a_random","Untrained",0.95,"cRSA",0.0273128490025846
"hardcorenas_a_random","Untrained",0.95,"veRSA",0.0598086834143631
"hardcorenas_a_random","Untrained",1,"cRSA",0.0215086038973023
"hardcorenas_a_random","Untrained",1,"veRSA",0.0742438011329868
"hardcorenas_f_classification","Trained",0.55,"cRSA",0.180916532340004
"hardcorenas_f_classification","Trained",0.55,"veRSA",0.475916253130878
"hardcorenas_f_classification","Trained",0.6,"cRSA",0.256817704969444
"hardcorenas_f_classification","Trained",0.6,"veRSA",0.543485655876598
"hardcorenas_f_classification","Trained",0.65,"cRSA",0.261778771765009
"hardcorenas_f_classification","Trained",0.65,"veRSA",0.564734800849649
"hardcorenas_f_classification","Trained",0.7,"cRSA",0.243786706903924
"hardcorenas_f_classification","Trained",0.7,"veRSA",0.574527853252598
"hardcorenas_f_classification","Trained",0.75,"cRSA",0.268411590699646
"hardcorenas_f_classification","Trained",0.75,"veRSA",0.585522397916187
"hardcorenas_f_classification","Trained",0.8,"cRSA",0.309650129421742
"hardcorenas_f_classification","Trained",0.8,"veRSA",0.648588747052232
"hardcorenas_f_classification","Trained",0.85,"cRSA",0.32216729618334
"hardcorenas_f_classification","Trained",0.85,"veRSA",0.6682941886437
"hardcorenas_f_classification","Trained",0.9,"cRSA",0.288897122009155
"hardcorenas_f_classification","Trained",0.9,"veRSA",0.635996487649709
"hardcorenas_f_classification","Trained",0.95,"cRSA",0.227852242142229
"hardcorenas_f_classification","Trained",0.95,"veRSA",0.61758767987444
"hardcorenas_f_classification","Trained",1,"cRSA",0.263754247974263
"hardcorenas_f_classification","Trained",1,"veRSA",0.633726369353302
"hardcorenas_f_random","Untrained",0.55,"cRSA",0.0209609460063245
"hardcorenas_f_random","Untrained",0.55,"veRSA",0.0762690277210355
"hardcorenas_f_random","Untrained",0.6,"cRSA",0.022651674866848
"hardcorenas_f_random","Untrained",0.6,"veRSA",0.0756686765278555
"hardcorenas_f_random","Untrained",0.65,"cRSA",0.0218789866439645
"hardcorenas_f_random","Untrained",0.65,"veRSA",0.0720277075883867
"hardcorenas_f_random","Untrained",0.7,"cRSA",0.0240670779531794
"hardcorenas_f_random","Untrained",0.7,"veRSA",0.0714508512316379
"hardcorenas_f_random","Untrained",0.75,"cRSA",0.0224808712379153
"hardcorenas_f_random","Untrained",0.75,"veRSA",0.0674602341230281
"hardcorenas_f_random","Untrained",0.8,"cRSA",0.0203045142476198
"hardcorenas_f_random","Untrained",0.8,"veRSA",0.0685903339795268
"hardcorenas_f_random","Untrained",0.85,"cRSA",0.0215806743127695
