Activity,X,Y,Z
Brain Responses,60.33805127181909,-23.007626192402814,-20.079697317996246
Brain Responses,12.539280765443221,50.85610077759826,32.1516074978085
Brain Responses,-61.260372466786855,-24.892347845361037,-7.144082598070954
Brain Responses,25.05012323305607,10.464949229072136,-19.359626734777457
Brain Responses,30.489664434893935,45.11964537795033,-39.233825419206596
Brain Responses,46.051430426260936,-38.641225862193124,44.66849838266123
Brain Responses,25.463779862260612,-38.20764451318873,-24.66551334876956
Brain Responses,31.918857062037592,22.75007944929072,-18.138249453716135
Brain Responses,-13.414005337985081,-6.82121327971107,-34.49281747997845
Brain Responses,42.96442640602574,54.48508781371387,18.371772762309476
Brain Responses,101.16668866048684,3.376009667749391,-25.076133123650877
Brain Responses,49.078529498751806,15.487858508759025,-17.659434718364757
Brain Responses,35.3087930588751,-5.1500074792240955,-8.912534289358947
Brain Responses,33.59893260229128,16.331732943014167,-18.624472803312397
Brain Responses,-50.68314289846666,17.41499555676679,40.25298847297413
Brain Responses,18.357828056949696,6.077582826628021,-25.138141974280863
Brain Responses,-44.15970763367587,6.647776122649346,-19.605562383951234
Brain Responses,-32.63869837508893,24.574560152939743,-6.264278995562186
Brain Responses,5.737021172101816,61.763962347261405,36.40428644324747
Brain Responses,54.96584776491661,-30.583608077854574,4.421864960262547
Brain Responses,-19.140027349600064,24.107448263320837,-63.87094817834433
Brain Responses,32.57088903652743,2.954007146275645,24.050165944098374
Brain Responses,-38.37589952181933,-34.88068517304345,-5.660432357623096
Brain Responses,21.209329175875293,22.13617638765252,-13.12678194638748
Brain Responses,37.5572189302494,-30.59405208050129,5.256420617817353
Brain Responses,84.90242286508015,41.027325671413415,2.387770085603992
Brain Responses,-59.96793255333668,5.59059338531589,16.269295707434935
Brain Responses,-0.06889290310664663,18.52685561641847,-26.785739314571288
Brain Responses,-41.7424946346947,-15.106803894004946,16.71082906371156
Brain Responses,-8.173992451249228,-3.4283209690973826,22.42400418825169
Brain Responses,-78.09649027601498,8.003005737661773,-36.77193398124166
Brain Responses,-27.937875581569514,-12.964180685060576,-17.98210615371721
Brain Responses,-24.687246024431364,-24.43903541673214,-27.415328651130583
Brain Responses,-24.323513069448637,-23.15057398820997,45.97488849449709
Brain Responses,21.62000455895143,16.448796713167596,34.01466480120385
Brain Responses,0.6352433309506457,-25.26878626916382,-33.00731990665938
Brain Responses,-15.543164718595147,14.371400539007807,-22.120143189851376
Brain Responses,37.919252432641656,-63.90333554607667,-8.77900802952386
Brain Responses,40.41562802971211,-1.136645316790719,21.253249102370578
Brain Responses,25.31305737062903,17.28688519752455,21.55585802666713
Brain Responses,-25.621659510934187,31.13034535514412,58.260559623279576
Brain Responses,-33.07353759737702,22.547890564738047,-8.349710197295588
Brain Responses,52.78977759154808,40.26407682763987,-40.09426224672888
Brain Responses,-74.06944129497649,17.084130996476997,4.061513533086533
Brain Responses,36.18773585749194,-17.568231681595005,-12.480659258752853
Brain Responses,51.07573670953567,-3.717160819825664,-16.730979192802515
Brain Responses,11.00463453570055,32.62659654959512,35.5534069954448
Brain Responses,-16.71334093354581,-2.704980735006085,-40.961801160413806
Brain Responses,14.123758492670804,-0.1349226680344421,-11.809934817498181
Brain Responses,8.268455902842193,-13.376295103875346,30.349079982345547
Brain Responses,-30.923511304184032,-5.570896419495446,-9.909950067273511
Brain Responses,81.17597589155497,19.2745169369769,4.598702537849952
Brain Responses,37.4080935563463,-35.467610064886344,8.785946268399671
Brain Responses,16.35197768119214,-9.780103099474282,54.654160923094324
Brain Responses,-30.761275046997028,-21.083761799846876,-12.930770160412884
Brain Responses,-24.542911785777786,-22.204066977916057,52.03196567472757
Brain Responses,43.9425113604822,7.501318114865478,11.834983215878884
Brain Responses,27.75319541388779,11.145016787698244,14.641990251631455
Brain Responses,50.361318218478814,8.015416014285131,20.90758810893732
Brain Responses,35.86761657469688,-29.611604802190616,-1.7374473015602931
Brain Responses,41.32235532404984,7.927947221156957,20.770031029148587
Brain Responses,-58.079923530074524,-12.659262191545446,54.232284194884365
Brain Responses,-59.61996175020152,13.900611052276588,52.30294296817339
Brain Responses,19.539180488051176,6.9253634840770735,-3.620744427660747
Brain Responses,-79.16898721063585,2.695474836966827,-10.991436747310098
Brain Responses,30.565105853753874,-34.14616601563484,-47.57674294665369
Brain Responses,43.97003175123736,-32.81880750126408,2.2025370268799738
Brain Responses,-48.482702894980505,0.32756779498059313,-21.770200271936503
Brain Responses,-38.42864593681475,26.056415901954015,4.503961643538662
Brain Responses,48.39911532236726,26.988671752729708,1.4234439525549751
Brain Responses,-28.852333493094896,-6.363633530815196,-33.464125082199104
Brain Responses,-0.025705093295389926,2.7464650851819625,22.046217418467272
Brain Responses,-65.61005874278042,20.2688468374294,-4.38657497958654
Brain Responses,90.76213967188346,-25.174392427496695,-20.540062910579923
Brain Responses,-4.073893980972906,40.69525290703528,5.172570315876537
Brain Responses,-66.61388252270177,-17.843364183233817,-17.4382223124123
Brain Responses,-0.8588557626680848,23.647398775512336,-11.437485008805817
Brain Responses,-35.18506983805245,10.701564181938046,-8.71524501046722
Brain Responses,-14.346101700042247,16.797118286637343,7.130478774145353
Brain Responses,-20.781397492680195,-28.601867846888712,-5.560130539942031
Brain Responses,-33.57950180511205,-25.824110250360054,-42.680459526098026
Brain Responses,-55.886636416318986,-1.1157095736329605,-28.304003313318177
Brain Responses,20.90502044236039,1.570272430182559,37.77368365519594
Brain Responses,38.536358225060276,-27.584935999943124,2.343210664301984
Brain Responses,-29.66434485355825,-26.90533254250965,6.691115588660397
Brain Responses,17.84746039848643,28.2559303899531,0.9082508606208751
Brain Responses,72.79673588181242,-18.419709057884404,-3.328904210779599
Brain Responses,37.79711494651155,-6.583355806347724,-13.702494592568758
Brain Responses,-50.313808623692005,22.598406742041625,45.843870993449826
Brain Responses,7.981037783397591,-26.586045598785716,-21.851315206225625
Brain Responses,11.175237455505002,43.94949682115226,28.964411736219894
Brain Responses,-49.44274280004049,0.40415299130034726,-13.67939820846242
Brain Responses,3.5922477108647266,-17.7800967987012,-37.02803902468519
Brain Responses,-48.52042549113675,-27.35692489999016,-16.93159357348907
Brain Responses,21.980775273718915,50.06100415442929,-14.984657992763658
Brain Responses,24.60372960764353,4.991008192922262,-5.784983250048029
Brain Responses,16.983082106822664,-7.111640058467019,-23.884533567435756
Brain Responses,-65.74075508172896,-34.00058486216813,-23.972158404140266
Brain Responses,29.39489941111469,14.62473264485543,16.372021974377493
Brain Responses,-53.07971871430413,-17.133020455755535,-14.183178396573908
Brain Responses,14.68359539082777,48.429899619237865,-25.45926803426476
Brain Responses,48.167426759571576,22.528553461638772,-18.334415514660968
Brain Responses,-61.45133546094303,23.500139949346188,9.681289571959221
Brain Responses,-30.16036594137593,2.5118000371953704,-3.295449438048665
Brain Responses,-39.89248565223322,8.53593052610323,-8.890170222120767
Brain Responses,51.34328092828888,7.1576092956522706,-13.575268735197112
Brain Responses,-12.868379788327886,35.489476852380506,6.442707986208038
Brain Responses,-12.157667853941994,-22.89023408732914,-24.637190271349642
Brain Responses,-65.43378955642527,8.39505984027335,-14.987626500208078
Brain Responses,53.33960011903619,-28.10455896873106,-0.7396593317140601
Brain Responses,46.01987997426293,-14.00477774557524,15.125388637879206
Brain Responses,-2.6655968489523563,-9.279529344176208,-49.29300183502429
Brain Responses,28.43311397947338,16.19957143335295,-6.019874863233251
Brain Responses,22.56904719426902,-18.65256580200378,39.56070978870796
Brain Responses,-30.59233520715837,13.217990248646785,-4.375719694580631
Brain Responses,65.83193982098615,-5.454428743766473,-25.75842756884189
Brain Responses,8.914046593507978,-21.530839544216406,-20.700412877581304
Brain Responses,37.8099199115382,-12.189020045483183,-7.478578396299054
Brain Responses,-46.690184014623675,9.793961311480937,-10.37407884958133
Brain Responses,-45.15697438421897,-22.988644371024147,0.3753475177585187
Brain Responses,21.078457788715212,7.289001244709812,-25.720880388590725
Brain Responses,-61.333179916374384,-1.1156393048660083,-30.721777357960196
Brain Responses,-56.66933711616837,13.752989065719017,43.86533992304107
Brain Responses,-42.98646841936178,-14.80550144744012,-41.629855472354556
Brain Responses,-73.6680695683556,6.113631561526239,-17.05723171641561
Brain Responses,-44.97175506561001,22.912118572292208,66.23463394461939
Brain Responses,-28.165891554992687,-8.751077026852961,33.3941480887464
Brain Responses,9.690496500973998,1.4682748930287657,-12.525634323579306
Brain Responses,28.73729345162263,-28.443439580524654,-37.15993698077915
Brain Responses,53.588191932234984,-47.10441121640063,5.525032716534286
Brain Responses,-36.92573435397774,2.7177778497937597,-9.5699143233359
Brain Responses,-34.127131126315945,-34.36655285832635,-16.74436974941555
Brain Responses,-65.16675115845165,0.4215502356210031,-16.267147774615527
Brain Responses,-70.10987251577015,1.9010410607041306,-16.44440587350366
Brain Responses,44.16513309037884,3.1944745901443943,-34.6042061756334
Brain Responses,14.092742219810493,-52.22738209225732,-20.051325666954586
Brain Responses,-40.14353057121154,-19.929233979984428,46.64979808043982
Brain Responses,-36.86749875586726,-13.687487468099459,-21.02418970217386
Brain Responses,-8.925849116243873,-81.66357268018646,13.91424103836846
Brain Responses,9.196266253460344,55.202500159171066,6.292705745649785
Brain Responses,73.84010778573222,8.110600431927441,18.026888963704646
Brain Responses,-2.0103811919260757,37.66429579418717,-37.717264338914006
Brain Responses,-7.861919488736683,-3.548019534324009,-50.05621084850509
Brain Responses,-1.254843239417764,4.761726013015197,-13.07983630738782
Brain Responses,10.377345695197883,-31.43075395781389,-29.361018625275886
Brain Responses,23.695978677977596,-1.1214887281941919,-13.798913769223478
Brain Responses,-30.619092797031808,5.006000545453349,-7.125923626940544
Brain Responses,-46.46801315535675,-5.280353729653373,-3.4382652874233477
Brain Responses,-44.705851064122825,15.34137161360233,35.72245711176484
Brain Responses,74.96002864407288,57.63188083879767,-2.701202724362341
Brain Responses,-40.13249179250934,-44.69196350543589,-23.977655542488122
Brain Responses,-78.41801179352919,16.359345936718167,-20.07048353893276
Brain Responses,31.295436061184077,38.4417386014886,-23.88057235145698
Brain Responses,6.820519974924106,23.104533572142735,10.83870323588515
Brain Responses,9.13262850729728,-1.5063633093368605,30.643687660226494
Brain Responses,-5.590482329504111,-37.189483076976686,29.26923038838282
Brain Responses,76.63286912127967,-24.666924784476837,-33.681352289438024
Brain Responses,58.037992426096714,45.98876699014662,49.22696020808287
Brain Responses,-48.96917177505767,8.292642340362397,32.71658890979665
Brain Responses,33.44593150226193,-50.4112472026365,-10.656788408012025
Brain Responses,-64.75593668984745,0.7125771054321258,-10.07196387759661
Brain Responses,-51.15891182060618,-13.013463870128131,-13.984776270090975
Brain Responses,-59.41382787323113,26.4280928050344,-21.053598006633724
Brain Responses,14.305849606450531,-16.8399240688571,-2.3605017317538364
Brain Responses,56.81568429949691,8.76731512252727,30.37420544245797
Brain Responses,21.35115052776103,12.128943032481743,28.101680558404606
Brain Responses,11.872272270675587,14.3733217566423,-5.299622463492506
Brain Responses,15.880851421851014,-15.864999421751602,19.22380181585306
Brain Responses,33.65426589426905,-12.787410247924582,-1.8773364236170091
Brain Responses,58.6853962351852,9.02859987269754,-17.665129797275444
Brain Responses,39.27036519175651,2.6726889010014925,7.341207334328942
Brain Responses,-50.447007797829706,11.907219408111434,45.09474197593877
Brain Responses,5.635460582797314,-2.0299909179780773,-12.896405343957115
Brain Responses,-12.575110986700908,3.4589781367462815,-14.273663370013782
Brain Responses,14.605429655784455,44.83568749525081,-29.276027112828938
Brain Responses,18.472274508610543,-15.133619562850546,-21.926720877795773
Brain Responses,-33.29572526754905,-17.368249403774115,29.206070712298235
Brain Responses,42.015394367221354,18.36879107017061,-32.948445128398994
Brain Responses,20.951979367098943,10.62588026058637,11.480046180222569
Brain Responses,-18.83827784932513,-5.214332511663052,-8.303092689501147
Brain Responses,-50.51234179463204,-29.97568834695658,-2.271357768061044
Brain Responses,14.494305153525454,-41.50450962003498,-36.517971605792646
Brain Responses,-44.18314867570863,-43.351652591688236,-43.48149364528989
Brain Responses,34.12379226238356,0.7636029519841971,-28.358065523935235
Brain Responses,-40.018425370157125,-30.82184744015018,-41.11875653505158
Brain Responses,57.29184713200247,-8.441603807859318,-33.51254448015287
Brain Responses,31.88970300498483,-31.58830858732322,-17.65995101553843
Brain Responses,-12.551631166864013,-43.35871453512477,2.299786984544373
Brain Responses,-36.4606238332644,31.654722519861558,21.342418153533842
Brain Responses,-38.50485205133373,28.270695264698062,32.39465314013528
Brain Responses,29.043111999038732,-33.771253770807775,-17.187862757770777
Brain Responses,39.36066270524911,12.426647840044263,-9.357508064852105
Brain Responses,18.892376740538104,25.115349897336948,-6.323504944080239
Brain Responses,-38.51273747116089,-12.758091587864259,1.153494503983444
Brain Responses,49.944322624373726,-19.655888886136054,27.972555738127927
Brain Responses,28.469943219368563,31.885805435652156,59.1477078004026
Brain Responses,41.47397302087983,9.251947310836057,45.09540490207895
Brain Responses,76.10262716293649,40.10048029696796,-18.710676266037858
Brain Responses,-45.10168937523485,6.455007277240913,-13.80881382273316
Brain Responses,-27.16008922532718,-39.4461460796721,46.10562042255569
Brain Responses,-61.2454107644086,43.79542701223168,12.87884318365101
Brain Responses,-48.01459170964635,-16.839501510967192,-15.46217099470145
Brain Responses,41.39542945385841,10.505217965173438,38.24105615243818
Brain Responses,39.57065867610974,18.20961936183451,20.67323159379852
Brain Responses,-35.638447677871255,4.940727692815551,-3.5412308910188406
Brain Responses,77.19363152560139,-10.940973765973329,23.282081003085647
Brain Responses,-59.98822125446432,3.991258316520064,-6.101032919076231
Brain Responses,-22.83968036590525,-15.36634945587386,21.074775902094842
Brain Responses,-39.022869283818935,-15.502534658955774,46.82050010565194
Brain Responses,20.80223976526251,17.48646971938356,34.361214629229934
Brain Responses,12.64450102283883,10.133118119020146,-56.91212719070984
Brain Responses,25.264986789017897,-4.660385417292381,50.721393231594135
Brain Responses,72.84560941571381,-0.16572769204723295,26.10580021823357
Brain Responses,66.94162387814544,47.07064298105748,-45.98761521625168
Brain Responses,66.09134240937077,20.925018450933965,17.09739418202473
Brain Responses,50.92684162953625,19.99058714771632,-22.873768641089292
Brain Responses,66.10185932724528,27.43447544947449,13.979944219234271
Brain Responses,-47.294483929000634,22.30290828774117,-20.00762642890854
Brain Responses,15.637028245518875,14.129418100821626,30.602984277726353
Brain Responses,-38.055523839126245,-7.0713839685796325,8.233621650287889
Brain Responses,-11.013140719484365,-27.002448241380893,-6.891870862907168
Brain Responses,-50.7054297248655,18.051468342137724,40.99983383825862
Brain Responses,-45.75494859388541,-20.60610492358809,5.968225920149563
Brain Responses,-54.12724480232751,13.9570008013386,-20.57593743710227
Brain Responses,60.2476918483545,3.83104569504909,-3.038052216206036
Brain Responses,50.41729886736756,19.558045447656085,-35.97595486671192
Brain Responses,46.61626620764077,16.228442798760465,28.438804799557627
Brain Responses,39.742057056673325,19.059100126825562,-4.157347531911233
Brain Responses,97.80378873527212,32.30986394378634,-22.592621026580538
Brain Responses,-1.0264954419059893,11.106187633060529,4.66156095371979
Brain Responses,-30.392129019654977,12.780238407864152,66.21388619518777
Brain Responses,-39.31692776240118,-43.20198877242154,-6.8536639576192515
Brain Responses,-47.85417529174493,27.12094720205465,-52.570118661989895
Brain Responses,19.980555606575457,-5.3715063667774325,-35.12160277561651
Brain Responses,-47.59518379716424,-4.914695585901452,-12.120007923040584
Brain Responses,-60.133440999099086,14.586357058036114,-15.386580006582134
Brain Responses,29.245360800180162,23.739240077352278,-28.250809651355624
Brain Responses,30.343667223895746,-12.21907489461728,-10.816033269877535
Brain Responses,79.30540947444885,9.694278175275445,-2.641926945855589
Brain Responses,65.9206476231131,-18.36728346853343,4.214121133647852
Brain Responses,-5.900658048720612,0.6468273225250964,-28.769431811907232
Brain Responses,-9.685773158032827,9.547053204495567,-36.028041294071826
Brain Responses,45.94809784304026,-2.4449326546035435,-14.370476369046884
Brain Responses,32.11003547016265,5.810378467350868,-5.001505353435027
Brain Responses,-23.928293819010253,-28.79336858507012,-2.959674320683856
Brain Responses,-58.12155762789469,20.2753106960814,38.978200625369695
Brain Responses,-14.38909319080954,-10.351736613816012,12.16779351178701
Brain Responses,-50.90720746766433,19.10470100010983,-1.9395770515909416
Brain Responses,-28.796458163637766,-5.731432716528439,4.467692122421642
Brain Responses,24.42743493030974,-31.573914490175483,-2.101585372350046
Brain Responses,-74.20342909951104,21.432355319533485,-7.0347698807856895
Brain Responses,43.45572434982758,1.00141381957114,-14.972259332396076
Brain Responses,-3.0847667175087317,31.20106321569711,-20.020608974943958
Brain Responses,-11.077869006002285,-15.281014870132847,-5.782249413826804
Brain Responses,-75.08503766788887,-20.856462080808914,-8.178050851763476
Brain Responses,-6.247865955661724,-23.608274950010973,-8.423371913189188
Brain Responses,56.27797068517272,6.195875943108488,-12.448429517771467
Brain Responses,11.139865433214597,-18.946367309464403,-12.81914729215065
Brain Responses,22.532920508207255,-43.25488330456445,-5.111140437096487
Brain Responses,-5.762009875421088,-3.0008525382365265,39.346839325260824
Brain Responses,-43.25897601067559,-32.199025856654224,-1.3117953910567648
Brain Responses,-38.20309270460913,-41.04658542935766,62.0693877672401
Brain Responses,55.99760197161488,-17.876516733026687,5.298459225673576
Brain Responses,37.46111037489606,-23.6860466112185,-7.336891070484406
Brain Responses,23.60507444196503,6.202707115110432,-8.568398110465973
Brain Responses,-89.14052681451628,20.05647367303374,-6.573793285990561
Brain Responses,-54.60832232841596,-19.150296340971558,6.8340965778222005
Brain Responses,-23.610676334185037,-71.20626520108132,-6.3296672913018215
Brain Responses,30.58936804331631,-2.4609643846393476,8.670778981492637
Brain Responses,51.41096728006003,59.174755184415204,11.331509902829643
Brain Responses,-70.40087030555968,23.37974686501425,-20.80150486625786
Brain Responses,37.81258542134434,-60.96892202669896,34.36292086744432
Brain Responses,-18.81641465860217,-18.49717446237878,-59.000541197974655
Brain Responses,-35.60886321945583,7.091318076077881,36.69821565456505
Brain Responses,64.33524001496586,3.782167717968376,39.02416537023499
Brain Responses,9.355212247312194,54.540441687524925,2.200972883185968
Brain Responses,-42.06872334664423,-17.511159995751413,6.3909993953030515
Brain Responses,15.033300742668288,-23.51695990536068,42.13903202286911
Brain Responses,-18.34305491662582,2.296750037718275,-32.0671255123579
Brain Responses,-21.1165016318922,47.318524478237364,-12.370162043237857
Brain Responses,14.623923049067663,7.212771291997752,34.97460652741156
Brain Responses,14.380104560431983,58.06541219201593,-12.175222497930067
Brain Responses,70.83758875917772,50.203872381139156,-35.05025547918785
Brain Responses,-27.13756796355927,-39.84214379455076,15.967916936219062
Brain Responses,94.23264209399731,-5.766195972004324,-2.576509610193842
Brain Responses,-53.61494018414896,9.146194494047746,-40.95442908853872
Brain Responses,-52.66313666340126,47.29740581609238,19.550987853162344
Brain Responses,42.88637238595781,-2.991871727284319,-18.523593436421645
Brain Responses,29.30327718239284,-1.460490881566959,-8.753726345647054
Brain Responses,-41.7174538231887,19.46232739248955,54.438242795854364
Brain Responses,-61.91206242015945,-22.666530222478315,-7.260816446122937
Brain Responses,-28.433648489177056,-15.451380310878458,-23.963519375684626
Brain Responses,41.79830034799856,-6.819063005567997,-31.331708385439743
Brain Responses,-57.56361848266699,36.10084398396249,-1.8463964624834817
Brain Responses,-61.125618964128776,-5.862877517768716,-3.437496851486919
Brain Responses,12.399916375987923,-31.896180336555346,-0.7762375582714468
Brain Responses,41.13550799268271,36.354874582105865,25.28975832701777
Brain Responses,-51.13162169774753,-2.93990471526005,-40.99056637143508
Brain Responses,-69.21939682111999,-13.547062597553076,-26.142755556193528
Brain Responses,7.814358658824963,80.33889935598691,-10.74740544383382
Brain Responses,-10.577200179320275,80.97831137178686,2.830782885638099
Brain Responses,38.316670012563016,-34.693796197245504,19.850634149269364
Brain Responses,-29.496141006678027,19.119391139044204,68.72577357730654
Brain Responses,-52.9284681241324,-26.5383240458911,-23.936132074733283
Brain Responses,-54.79423911198561,-29.38204426847748,-40.66297638089808
Brain Responses,-5.325965107466227,-21.392487282449974,-45.923243558638475
Brain Responses,49.35902081034089,-45.46022531135648,-20.72765005168105
Brain Responses,-11.60308345852111,15.153344719969251,-41.784261205175824
Brain Responses,53.88185540010684,-26.74203228522201,10.451663158583706
Brain Responses,32.8530362101721,-32.871519811566856,-17.747331516590368
Brain Responses,-16.950326787891143,-40.38051891464363,16.130882659580593
Brain Responses,48.27537620222477,4.817749550655265,-0.31310189129776955
Brain Responses,-21.02245018705296,-27.848279859792317,-17.314679100444234
Brain Responses,-54.828177284363235,14.483520604835117,-34.07245943951367
Brain Responses,15.778996476605798,36.36902960134822,11.56253181118511
Brain Responses,35.62462761833992,16.0608962410011,1.1525408386410103
Brain Responses,56.49159630127575,27.42911129789169,-58.19932221025916
Brain Responses,-67.45181229014553,28.051575091622293,-8.389984100079412
Brain Responses,-49.59629449134935,0.3105356322479705,45.90687618598851
Brain Responses,1.8286217085916006,-18.750240740159633,-43.70193516726602
Brain Responses,-30.89569651785011,16.513943942852446,-47.13824246079305
Brain Responses,55.14737001045392,9.23480229225523,-19.45150240822807
Brain Responses,-33.611555946394176,-15.689233872801575,-3.4655433770667186
Brain Responses,-24.385992671911275,-31.2461682200283,-30.71612958758542
